NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
8249,서울특별시 송파구 방이동,34,0034,0000,집앤사잠실프리미어,월세,29.6400,202608,03,"15,000",120,16,2023,올림픽로30길 1-12,202608~202808,신규,-,,,연립다세대
8250,서울특별시 동대문구 제기동,274-35,0274,0035,(274-35),전세,16.6600,202608,03,"7,800",0,1,2013,왕산로19바길 23,202609~202802,신규,-,,,연립다세대
8251,서울특별시 동대문구 제기동,599,0599,0000,(599-0),월세,14.0900,202608,03,500,43,2,2016,경동시장로12길 15,202608~202808,신규,-,,,연립다세대
8252,서울특별시 동대문구 제기동,690-5,0690,0005,성훈팰리스,월세,28.0800,202608,03,"19,000",25,2,2019,경동시장로21길 14-3,202608~202808,신규,-,,,연립다세대
8253,서울특별시 강서구 화곡동,24-331,0024,0331,로얄하이츠빌라,월세,59.9100,202608,03,500,43,1,1994,화곡로46길 11,202608~202808,갱신,-,500,48,연립다세대
8254,서울특별시 강서구 화곡동,56-231,0056,0231,광진빌라트5동,월세,51.7900,202608,03,"2,000",55,4,2003,초록마을로24길 27-8,202609~202809,신규,-,,,연립다세대
8255,서울특별시 강서구 화곡동,805-13,0805,0013,정안하이츠,월세,53.9100,202608,03,"4,000",110,3,2012,곰달래로57길 38,202610~202810,신규,-,,,연립다세대
8256,서울특별시 마포구 동교동,187-18,0187,0018,엘림빌라,월세,48.9100,202608,03,"20,000",30,2,1993,신촌로10길 16-11,202610~202809,신규,-,,,연립다세대
8257,서울특별시 동작구 신대방동,366-162,0366,0162,100년숲,월세,29.5900,202608,03,"20,000",20,2,2020,여의대방로22나길 104-5,202609~202809,신규,-,,,연립다세대
8258,서울특별시 은평구 역촌동,61-19,0061,0019,워너빌,월세,29.8200,202608,03,"3,270",60,2,2012,역말로6길 12-21,202609~202809,갱신,-,"2,400",60,연립다세대
8259,서울특별시 은평구 역촌동,41-53,0041,0053,파크원,월세,29.7900,202608,03,"3,000",90,6,2019,진흥로 57-5,202608~202808,신규,-,,,연립다세대
8260,서울특별시 강서구 화곡동,354-6,0354,0006,남성아트빌1,월세,24.7900,202608,03,"15,800",20,5,2015,가로공원로76가길 46,202608~202808,신규,-,,,연립다세대
8261,서울특별시 강남구 논현동,172-11,0172,0011,베스트빌,전세,32.5500,202608,03,"26,000",0,5,2009,봉은사로11길 43,202610~202810,신규,-,,,연립다세대
8262,서울특별시 강남구 논현동,229-5,0229,0005,푸빌,전세,58.4600,202608,03,"35,800",0,2,2003,논현로116길 24,202609~202809,신규,-,,,연립다세대
8263,서울특별시 강남구 논현동,125-10,0125,0010,드림하우스,월세,59.4300,202608,03,"3,000",170,5,2002,강남대로128길 65,202608~202808,신규,-,,,연립다세대
8264,서울특별시 강남구 논현동,33-1,0033,0001,준빌라,월세,42.5600,202608,03,"2,000",140,4,2001,도산대로26길 25,202608~202708,신규,-,,,연립다세대
8265,서울특별시 중구 신당동,377-103,0377,0103,이화훼밀리,월세,39.1400,202608,03,"5,000",100,2,1993,다산로21길 24,202608~202808,갱신,사용,"5,000",100,연립다세대
8266,서울특별시 동대문구 전농동,212-16,0212,0016,씨크릿가든,월세,18.3500,202608,03,"1,000",58,2,2011,답십리로23나길 4,202608~202708,신규,-,,,연립다세대
8267,서울특별시 동대문구 전농동,127-34,0127,0034,오크밸리,전세,29.8900,202608,03,"26,000",0,4,2018,서울시립대로25길 9,202608~202808,신규,-,,,연립다세대
8268,서울특별시 금천구 시흥동,992-7,0992,0007,위드비엠,월세,30.7500,202608,03,"23,800",3,9,2020,시흥대로59길 9,202608~202808,갱신,사용,"23,300",0,연립다세대
8269,서울특별시 종로구 신영동,179-21,0179,0021,라비스타,전세,54.8700,202608,03,"40,900",0,1,2018,세검정로7가길 23,202611~202811,신규,-,,,연립다세대
8270,서울특별시 종로구 평창동,168-4,0168,0004,예그린,월세,45.7500,202608,03,"5,000",35,3,2001,평창12길 8-9,202609~202809,신규,-,,,연립다세대
8271,서울특별시 송파구 오금동,115-1,0115,0001,(115-1),월세,44.1300,202608,03,"7,230",17,5,2020,마천로27길 5,202609~202808,갱신,-,"3,099",40,연립다세대
8272,서울특별시 금천구 시흥동,989-6,0989,0006,989-6,월세,45.3000,202608,03,"3,980",9,2,2018,시흥대로45길 14,202609~202808,갱신,-,"1,659",22,연립다세대
8273,서울특별시 동작구 대방동,394-4,0394,0004,제이타운,월세,15.5400,202608,03,"1,000",65,8,2016,대방동1길 7,202609~202709,신규,-,,,연립다세대
8274,서울특별시 동작구 대방동,387-9,0387,0009,완희현당,월세,15.8000,202608,03,"3,000",45,3,2011,대방동15나길 16,202608~202708,갱신,-,"3,000",45,연립다세대
8275,서울특별시 서대문구 북가좌동,328-16,0328,0016,뉴페리온,월세,38.8100,202608,03,"19,000",10,3,2015,증가로29길 14,202609~202809,신규,-,,,연립다세대
8276,서울특별시 서대문구 북가좌동,286-9,0286,0009,호성그린뷰,월세,29.9900,202608,03,"13,700",10,2,2015,증가로17길 32,202609~202809,갱신,-,"13,700",10,연립다세대
8277,서울특별시 서대문구 북가좌동,3-51,0003,0051,현대벨라지오,월세,18.4400,202608,03,"1,000",52,4,2012,증가로24마길 37,202608~202708,갱신,-,"1,000",47,연립다세대
8278,서울특별시 은평구 신사동,8-56,0008,0056,가든(8-56),월세,55.9600,202608,03,"14,600",20,1,1993,갈현로2가길 6,202610~202810,신규,-,,,연립다세대
8279,서울특별시 금천구 시흥동,848-2,0848,0002,대림베스트빌,월세,25.1300,202608,03,0,30,5,2017,독산로35길 7,202608~202702,신규,-,,,연립다세대
8280,서울특별시 종로구 명륜3가,1-947,0001,0947,(1-947),월세,52.1300,202608,03,200,35,4,1998,명륜4길 13-4,202608~202808,신규,-,,,연립다세대
8281,서울특별시 종로구 명륜3가,1-846,0001,0846,(1-846),월세,29.9700,202608,03,"2,000",30,2,2001,명륜2길 36-2,202608~202808,신규,-,,,연립다세대
8282,서울특별시 종로구 명륜3가,1-100,0001,0100,(1-100),월세,39.2600,202608,03,500,60,1,2002,명륜2길 40-1,202608~202808,신규,-,,,연립다세대
8283,서울특별시 종로구 명륜3가,1-87,0001,0087,(1-87),월세,85.5900,202608,03,500,55,2,1997,명륜2길 44-1,202608~202808,신규,-,,,연립다세대
8284,서울특별시 동대문구 장안동,393-4,0393,0004,진성홈타운,월세,49.0500,202608,03,100,62,4,2017,답십리로68길 92,202608~202812,신규,-,,,연립다세대
8285,서울특별시 송파구 거여동,561-10,0561,0010,우일주택,전세,71.5600,202608,03,"10,000",0,2,2003,오금로56길 17-2,202608~202808,신규,-,,,연립다세대
8286,서울특별시 동대문구 장안동,397-13,0397,0013,주원파크빌(397-13),전세,44.6700,202608,03,"26,800",0,2,2017,장한로17길 39,202608~202808,갱신,사용,"25,700",0,연립다세대
8287,서울특별시 동대문구 장안동,394-2,0394,0002,더하이엔드,전세,42.4900,202608,03,"38,400",0,6,2021,답십리로66길 89-4,202609~202809,갱신,-,"37,000",0,연립다세대
8288,서울특별시 서대문구 북가좌동,74-218,0074,0218,푸른주택,전세,58.7400,202608,03,"30,000",0,4,2002,증가로 197-22,202608~202609,신규,-,,,연립다세대
8289,서울특별시 종로구 명륜2가,8,0008,0000,어젤리아명륜2,월세,29.1315,202608,03,"1,000",78,5,2019,창경궁로 253-7,202608~202708,신규,-,,,연립다세대
8290,서울특별시 종로구 명륜1가,2-19,0002,0019,진양빌라,월세,68.8700,202608,03,"27,000",65,1,2003,성균관로17길 28,202611~202811,신규,-,,,연립다세대
8291,서울특별시 금천구 시흥동,952-13,0952,0013,GS빌라B동,월세,69.2400,202608,03,"18,000",30,2,1994,시흥대로24길 23,202608~202808,갱신,-,"23,000",0,연립다세대
8292,서울특별시 송파구 마천동,309-33,0309,0033,전원빌트타운105동,전세,59.7900,202608,03,"24,000",0,4,2002,마천로61다길 5,202608~202808,갱신,-,"24,000",0,연립다세대
8293,서울특별시 동작구 사당동,419-66,0419,0066,천조스테이,전세,11.3500,202608,03,"11,900",0,4,2021,남부순환로263길 29,202609~202809,신규,-,,,연립다세대
8294,서울특별시 동작구 사당동,316-289,0316,0289,아크로하임A동,전세,52.2600,202608,03,"40,000",0,2,2018,사당로20나길 13,202609~202809,신규,-,,,연립다세대
8295,서울특별시 동작구 사당동,241-46,0241,0046,세영베스트빌(241-46),전세,70.4600,202608,03,"37,000",0,5,2003,사당로10길 90,202608~202808,갱신,-,"33,000",0,연립다세대
8296,서울특별시 동작구 사당동,175-64,0175,0064,복음,월세,51.5900,202608,03,"12,000",30,1,1990,사당로23사길 31,202609~202809,갱신,-,"12,000",20,연립다세대
8297,서울특별시 동작구 상도1동,328-21,0328,0021,영창하이츠빌라다,전세,78.9200,202608,03,"31,700",0,3,1992,상도로47길 76-20,202608~202808,갱신,-,"30,700",0,연립다세대
8298,서울특별시 강남구 도곡동,456-11,0456,0011,리안빌리지,월세,14.8500,202608,03,"1,000",65,4,2012,논현로26길 36-7,202608~202808,신규,-,,,연립다세대
8299,서울특별시 강동구 명일동,93,0093,0000,아크로93,전세,45.9600,202608,03,"40,000",0,4,2026,상암로63길 30,202608~202808,신규,-,,,연립다세대
8300,서울특별시 동대문구 이문동,334-22,0334,0022,(334-22),월세,48.9500,202608,03,500,68,4,2004,회기로25가길 28-1,202608~202708,신규,-,,,연립다세대
8301,서울특별시 마포구 연남동,361-20,0361,0020,성운타운,전세,26.2200,202608,03,"26,000",0,4,2016,성미산로19길 102,202608~202808,신규,-,,,연립다세대
8302,서울특별시 마포구 창전동,6-79,0006,0079,트윈스빌라에이동,월세,29.8400,202608,03,"12,000",11,3,2001,와우산로24길 44,202609~202808,신규,-,,,연립다세대
8303,서울특별시 강동구 고덕동,245-2,0245,0002,선진주택,전세,37.6900,202608,03,"28,000",0,4,2026,아리수로72길 74-6,202608~202808,신규,-,,,연립다세대
8304,서울특별시 강동구 고덕동,264-1,0264,0001,아크로팰리스,전세,29.2400,202608,03,"25,000",0,3,2026,아리수로72길 40-22,202608~202808,신규,-,,,연립다세대
8305,서울특별시 강동구 고덕동,264-1,0264,0001,아크로팰리스,전세,29.2400,202608,03,"25,000",0,3,2026,아리수로72길 40-22,202609~202809,신규,-,,,연립다세대
8306,서울특별시 강동구 고덕동,264-1,0264,0001,아크로팰리스,전세,29.5500,202608,03,"28,000",0,4,2026,아리수로72길 40-22,202609~202809,신규,-,,,연립다세대
8307,서울특별시 강동구 고덕동,264-1,0264,0001,아크로팰리스,전세,29.5500,202608,03,"28,000",0,4,2026,아리수로72길 40-22,202609~202809,신규,-,,,연립다세대
8308,서울특별시 중랑구 면목동,52-4,0052,0004,현대파크,월세,51.5400,202608,03,200,50,-1,1990,용마산로86길 9-28,202608~202808,신규,-,,,연립다세대
8309,서울특별시 중랑구 면목동,141-2,0141,0002,로즈힐빌라트,전세,57.0000,202608,03,"19,000",0,3,2002,동일로100길 46,202610~202810,신규,-,,,연립다세대
8310,서울특별시 은평구 증산동,208-4,0208,0004,명지,전세,28.8900,202608,03,"15,000",0,3,2020,증산로5길 27-5,202608~202808,갱신,-,"13,000",0,연립다세대
8311,서울특별시 강서구 마곡동,12-2,0012,0002,세종보타닉1차,월세,23.6900,202608,03,"19,000",14,13,2020,양천로47나길 17,202609~202709,갱신,사용,"19,000",14,연립다세대
8312,서울특별시 도봉구 쌍문동,460-393,0460,0393,미송빌라,전세,39.6200,202608,03,"7,980",0,1,1992,우이천로38길 120,202609~202809,신규,-,,,연립다세대
8313,서울특별시 강남구 대치동,911-20,0911,0020,(911-20),전세,33.1600,202608,03,"30,000",0,3,2010,삼성로71길 38,202608~202708,갱신,-,"15,000",55,연립다세대
8314,서울특별시 강남구 대치동,911-20,0911,0020,(911-20),전세,33.1600,202608,03,"30,000",0,3,2010,삼성로71길 38,202608~202708,갱신,-,"15,000",55,연립다세대
8315,서울특별시 강남구 대치동,931-6,0931,0006,(931-6),월세,50.5000,202608,03,"16,000",70,3,2004,삼성로63길 4-11,202609~202809,신규,-,,,연립다세대
8316,서울특별시 마포구 창전동,400-6,0400,0006,미소빌라트,월세,28.9050,202608,03,"7,000",85,2,2012,독막로21길 7,202608~202808,신규,-,,,연립다세대
8317,서울특별시 강동구 길동,329-14,0329,0014,신대원빌,전세,38.2400,202608,03,"18,000",0,4,2001,양재대로124길 75-6,202608~202808,신규,-,,,연립다세대
8318,서울특별시 강동구 길동,405-4,0405,0004,405-4,월세,18.4800,202608,03,"3,000",30,5,2015,양재대로112길 44,202608~202808,신규,-,,,연립다세대
8319,서울특별시 강동구 길동,344-9,0344,0009,CORBAUM,월세,16.4500,202608,03,"5,000",65,6,2026,천중로 223,202608~202808,신규,-,,,연립다세대
8320,서울특별시 동작구 상도동,159-223,0159,0223,상도힐,전세,27.7600,202608,03,"11,500",0,4,2017,양녕로36길 22,202608~202808,신규,-,,,연립다세대
8321,서울특별시 동작구 상도동,33-6,0033,0006,드림캐슬(33-6),전세,51.3800,202608,03,"34,000",0,4,2016,상도로 258-5,202608~202803,갱신,-,"34,000",0,연립다세대
8322,서울특별시 동작구 상도동,154-14,0154,0014,(154-14),월세,41.3200,202608,03,"1,000",95,2,2013,상도로34나길 13,202610~202810,신규,-,,,연립다세대
8323,서울특별시 동작구 상도동,279-440,0279,0440,서강파미에,전세,65.2700,202608,03,"18,000",0,2,2009,성대로10길 89,202608~202808,신규,-,,,연립다세대
8324,서울특별시 동작구 상도동,279-229,0279,0229,반석주택,월세,57.7000,202608,03,"12,000",20,1,1996,성대로14길 41,202609~202809,신규,-,,,연립다세대
8325,서울특별시 동작구 상도동,264-173,0264,0173,대동그린빌,월세,75.4500,202608,03,"5,000",100,3,2002,성대로 93,202609~202809,신규,-,,,연립다세대
8326,서울특별시 동작구 상도동,214-3,0214,0003,현대하이츠빌라(102동),월세,31.9800,202608,03,500,50,-1,1990,양녕로22바길 40,202608~202808,신규,-,,,연립다세대
8327,서울특별시 성북구 종암동,103-15,0103,0015,로얄팰리스,월세,22.6400,202608,03,"5,000",56,4,2018,종암로22길 39-5,202610~202810,신규,-,,,연립다세대
8328,서울특별시 동작구 노량진동,205-356,0205,0356,한강하이츠빌라3,월세,53.7700,202608,03,"1,500",135,1,1996,만양로12가길 7,202608~202808,신규,-,,,연립다세대
8329,서울특별시 강남구 삼성동,41-12,0041,0012,더프라우드,월세,59.1400,202608,03,"60,000",78,5,2023,봉은사로63길 17,202609~202708,신규,-,,,연립다세대
8330,서울특별시 강남구 삼성동,116-26,0116,0026,성원주택,월세,49.7900,202608,03,"1,000",132,2,2002,봉은사로74길 6-7,202608~202708,신규,-,,,연립다세대
8331,서울특별시 강남구 삼성동,29-21,0029,0021,(29-21),월세,56.9700,202608,03,"5,000",155,2,2004,봉은사로63길 41,202608~202808,갱신,-,"5,000",150,연립다세대
8332,서울특별시 강동구 둔촌동,52-4,0052,0004,천궁하이츠빌라,월세,37.8800,202608,03,"6,000",1,-1,2014,천호대로188길 31-5,202608~202808,갱신,-,"6,000",0,연립다세대
8333,서울특별시 영등포구 대림동,740-1,0740,0001,에스케이이그랑빌,월세,28.6800,202608,03,"3,000",120,2,2022,대림로35길 1,202610~202810,갱신,사용,"3,000",115,연립다세대
8334,서울특별시 영등포구 대림동,807-7,0807,0007,거성골든빌(807-7),전세,57.2500,202608,03,"22,300",0,5,2003,도림로31길 24,202609~202809,신규,-,,,연립다세대
8335,서울특별시 중랑구 상봉동,105-7,0105,0007,(105-7),전세,59.9200,202608,03,"21,000",0,3,2003,봉우재로33길 42-3,202609~202809,갱신,-,"20,000",0,연립다세대
8336,서울특별시 중랑구 상봉동,102-86,0102,0086,(102-86),전세,26.7300,202608,03,"19,300",0,8,2016,면목로94길 5,202609~202809,갱신,-,"18,500",0,연립다세대
8337,서울특별시 중랑구 상봉동,136-91,0136,0091,(136-91),월세,28.9800,202608,03,"2,000",95,4,2016,중랑천로10길 29-3,202609~202809,신규,-,,,연립다세대
8338,서울특별시 금천구 가산동,150-14,0150,0014,G밸리하우스B,월세,29.9400,202608,03,"1,709",22,5,2017,시흥대로145길 69,202609~202808,갱신,-,"1,709",22,연립다세대
8339,서울특별시 마포구 망원동,519,0519,0000,대명이튼캐슬,월세,27.5100,202608,03,"1,000",48,3,2017,월드컵로13길 19-36,202608~202808,신규,-,,,연립다세대
8340,서울특별시 강동구 암사동,458-60,0458,0060,한양빌리지가동,월세,83.7600,202608,03,"31,800",30,3,1991,고덕로20길 34-1,202610~202810,신규,-,,,연립다세대
8341,서울특별시 강동구 암사동,484-2,0484,0002,(484-2),월세,40.4400,202608,03,"12,800",30,1,1997,상암로21길 54,202609~202809,신규,-,,,연립다세대
8342,서울특별시 강동구 암사동,488-21,0488,0021,광채빌라,월세,45.7100,202608,03,"2,344",58,3,2022,구천면로 317,202608~202812,신규,-,,,연립다세대
8343,서울특별시 성북구 종암동,28-27,0028,0027,미래하이츠,월세,30.2900,202608,03,"5,863",5,2,2023,회기로3길 8,202609~202808,갱신,-,"2,367",24,연립다세대
8344,서울특별시 영등포구 신길동,65-105,0065,0105,블루버드신길,전세,30.0000,202608,03,"31,000",0,3,2026,영등포로67가길 24,202609~202809,신규,-,,,연립다세대
8345,서울특별시 영등포구 신길동,296-41,0296,0041,Place4,전세,15.6100,202608,03,"13,000",0,5,2022,가마산로61라길 4,202609~202809,신규,-,,,연립다세대
8346,서울특별시 영등포구 신길동,89-119,0089,0119,영모던빌,전세,30.0000,202608,03,"25,000",0,2,2017,여의대방로53길 31,202610~202810,신규,-,,,연립다세대
8347,서울특별시 영등포구 신길동,89-119,0089,0119,영모던빌,전세,30.0000,202608,03,"25,000",0,2,2017,여의대방로53길 31,-,-,-,,,연립다세대
8348,서울특별시 영등포구 신길동,187,0187,0000,신길동빌라,월세,59.8800,202608,03,"19,000",15,4,2005,신길로62길 17-11,202610~202810,신규,-,,,연립다세대
8349,서울특별시 영등포구 양평동4가,195-1,0195,0001,메이슨리치선유,월세,22.1400,202608,03,"28,700",25,2,2023,선유로51길 34,202608~202808,갱신,-,"26,000",30,연립다세대
8350,서울특별시 중랑구 중화동,110-15,0110,0015,진숙빌라,월세,53.4900,202608,03,"4,000",66,1,1991,봉화산로24길 28-10,202608~202808,갱신,-,"4,000",66,연립다세대
8351,서울특별시 영등포구 양평동3가,49-4,0049,0004,아테네,월세,19.8400,202608,03,"17,100",35,4,2016,선유로33길 2-2,202609~202809,갱신,사용,"17,100",30,연립다세대
8352,서울특별시 중랑구 중화동,299-150,0299,0150,해피리움,월세,27.6700,202608,03,"20,000",15,4,2018,동일로123길 39-4,202609~202809,신규,-,,,연립다세대
8353,서울특별시 중랑구 중화동,457,0457,0000,중화동힐스페이스,전세,32.8000,202608,03,"23,500",0,2,2018,봉화산로26길 62,202610~202810,신규,-,,,연립다세대
8354,서울특별시 중랑구 중화동,457,0457,0000,중화동힐스페이스,전세,43.1800,202608,03,"29,700",0,3,2018,봉화산로26길 62,202610~202810,갱신,사용,"28,900",0,연립다세대
8355,서울특별시 마포구 망원동,338-46,0338,0046,진흥하임빌(338-46),월세,15.9000,202608,03,"1,000",48,2,2011,월드컵로15길 78-5,202608~202708,신규,-,,,연립다세대
8356,서울특별시 마포구 망원동,338-38,0338,0038,대명엘레강스2,월세,13.7500,202608,03,"1,000",60,4,2011,동교로 47-22,202609~202809,신규,-,,,연립다세대
8357,서울특별시 마포구 망원동,338-31,0338,0031,이루빌,월세,28.3800,202608,03,"2,000",90,2,2011,월드컵로11길 73-7,202608~202808,신규,-,,,연립다세대
8358,서울특별시 마포구 망원동,57-193,0057,0193,세안세르빌,월세,66.6200,202608,03,"31,000",55,2,2010,월드컵로19길 72,202610~202810,신규,-,,,연립다세대
8359,서울특별시 마포구 망원동,476-34,0476,0034,청기와빌라(비),전세,57.9900,202608,03,"22,000",0,1,1986,방울내로 84-1,202608~202808,갱신,-,"21,000",0,연립다세대
8360,서울특별시 마포구 망원동,406-10,0406,0010,영진맨션,전세,46.8400,202608,03,"22,000",0,1,1994,희우정로 102,202608~202808,갱신,-,"20,000",0,연립다세대
8361,서울특별시 마포구 망원동,404-2,0404,0002,스위트빌,월세,36.9200,202608,03,"8,000",90,3,2003,포은로5길 9,202609~202809,신규,-,,,연립다세대
8362,서울특별시 서대문구 창천동,461,0461,0000,(461-0),월세,14.8600,202608,03,"1,000",60,4,2011,연희로2안길 7-3,202608~202808,신규,-,,,연립다세대
8363,서울특별시 서대문구 홍은동,421-22,0421,0022,인하우스,월세,18.7200,202608,03,"6,000",25,3,2016,명지대길 38-5,202608~202808,신규,-,,,연립다세대
8364,서울특별시 마포구 상수동,336-10,0336,0010,세종빌리지2,전세,38.2700,202608,03,"24,150",0,3,2008,와우산로3길 22,202608~202808,갱신,사용,"23,000",0,연립다세대
8365,서울특별시 성북구 하월곡동,231,0231,0000,서도휴빌,월세,45.1300,202608,03,"4,079",10,2,2017,장월로1마길 23,202609~202808,신규,-,,,연립다세대
8366,서울특별시 중랑구 묵동,249-9,0249,0009,광현홈타운,전세,28.6000,202608,03,"16,000",0,6,2019,동일로149길 41-10,202609~202809,신규,-,,,연립다세대
8367,서울특별시 중랑구 묵동,176-15,0176,0015,대길빌딩,월세,15.2150,202608,03,"1,000",67,11,2020,공릉로 8,202608~202808,신규,-,,,연립다세대
8368,서울특별시 강남구 개포동,1231-15,1231,0015,금성하이츠,월세,29.7000,202608,03,"4,000",90,3,1993,개포로20길 21,202608~202808,신규,-,,,연립다세대
8369,서울특별시 강남구 개포동,1173-14,1173,0014,우정빌라,월세,22.3800,202608,03,"1,000",60,1,1994,논현로6길 22-5,202608~202808,신규,-,,,연립다세대
8370,서울특별시 중랑구 망우동,416-20,0416,0020,드림빌,전세,55.1400,202608,03,"28,000",0,2,2016,용마공원로10길 26,202609~202809,신규,-,,,연립다세대
8371,서울특별시 중랑구 망우동,416-20,0416,0020,드림빌,전세,55.1400,202608,03,"28,000",0,2,2016,용마공원로10길 26,202609~202809,신규,-,,,연립다세대
8372,서울특별시 서대문구 연희동,132-83,0132,0083,(132-83),월세,16.4900,202608,03,"1,000",62,1,2011,연희맛로 31-10,202608~202708,신규,-,,,연립다세대
8373,서울특별시 중랑구 망우동,493-6,0493,0006,힐링하우스,월세,29.8900,202608,03,"8,000",51,3,2017,용마산로115가길 22-5,202610~202810,신규,-,,,연립다세대
8374,서울특별시 은평구 녹번동,169-30,0169,0030,동산주택,월세,71.0000,202608,03,"23,939",26,3,2021,서오릉로4길 24,202610~202809,갱신,-,"22,799",26,연립다세대
8375,서울특별시 마포구 당인동,24-13,0024,0013,대도주택,월세,38.0700,202608,03,"12,000",40,2,1991,어울마당로2길 20,202609~202808,신규,-,,,연립다세대
8376,서울특별시 중랑구 신내동,279-11,0279,0011,스타힐스,월세,45.7600,202608,03,"25,000",25,4,2022,용마산로139다길 28,202609~202809,갱신,-,"25,000",25,연립다세대
8377,서울특별시 송파구 송파동,101-1,0101,0001,천광위너스빌,월세,15.7200,202608,03,"15,400",10,4,2019,송이로4길 3,202609~202809,신규,-,,,연립다세대
8378,서울특별시 송파구 송파동,133-9,0133,0009,STORYVILL,전세,27.7900,202608,03,"27,000",0,3,2018,백제고분로46길 8-6,202608~202808,갱신,사용,"27,000",0,연립다세대
8379,서울특별시 송파구 송파동,143-1,0143,0001,동광팰리스,월세,26.6100,202608,03,"6,000",120,5,2016,가락로31길 3,202608~202808,신규,-,,,연립다세대
8380,서울특별시 송파구 송파동,55-9,0055,0009,(55-9),월세,30.7400,202608,03,"21,900",17,4,2010,백제고분로45길 24-5,202609~202809,신규,-,,,연립다세대
8381,서울특별시 송파구 송파동,23-18,0023,0018,동서빌리지A동,월세,63.1300,202608,03,"3,000",210,2,2003,송파대로44길 28-1,202609~202809,신규,-,,,연립다세대
8382,서울특별시 구로구 구로동,706-58,0706,0058,훼미리하우스201동,전세,29.7300,202608,03,"20,100",0,3,2013,구로동로25길 29,202610~202810,신규,-,,,연립다세대
8383,서울특별시 구로구 구로동,317-2,0317,0002,"THE""S",월세,36.4500,202608,03,"3,000",120,5,2023,구로동로28길 105-25,202608~202808,신규,-,,,연립다세대
8384,서울특별시 강서구 가양동,146-19,0146,0019,아트리버빌,전세,27.1800,202608,03,"21,870",0,2,2016,양천로51길 13-6,202608~202810,신규,-,,,연립다세대
8385,서울특별시 강서구 방화동,256-2,0256,0002,마곡누리,월세,19.1100,202608,03,"24,100",15,11,2022,방화대로 333,202609~202809,신규,-,,,연립다세대
8386,서울특별시 강서구 가양동,146-19,0146,0019,아트리버빌,전세,27.1800,202608,03,"21,870",0,2,2016,양천로51길 13-6,202608~202810,신규,-,,,연립다세대
8387,서울특별시 노원구 상계동,456-86,0456,0086,상계에스하임,월세,28.4300,202608,03,"3,394",8,5,2019,한글비석로47길 10,202609~202808,갱신,-,"3,394",8,연립다세대
8388,서울특별시 노원구 상계동,135-33,0135,0033,그랜드빌,전세,38.6100,202608,03,"15,000",0,2,2013,한글비석로24라길 84-3,202608~202808,신규,-,,,연립다세대
8389,서울특별시 영등포구 도림동,138-64,0138,0064,(138-64),전세,23.9300,202608,03,"18,000",0,3,2026,도신로27길 14,202609~202809,신규,-,,,연립다세대
8390,서울특별시 노원구 상계동,1116-66,1116,0066,람스힐,월세,24.1900,202608,03,"1,000",66,2,2012,동일로242라길 22,202609~202809,신규,-,,,연립다세대
8391,서울특별시 영등포구 당산동,121-289,0121,0289,가온빌,월세,21.4000,202608,03,"3,500",50,11,2016,버드나루로 102-1,202608~202808,신규,-,,,연립다세대
8392,서울특별시 영등포구 당산동,173-19,0173,0019,당산파크빌,전세,59.8500,202608,03,"28,600",0,2,2008,국회대로53길 28-2,202608~202708,갱신,-,"27,300",0,연립다세대
8393,서울특별시 강북구 번동,148-48,0148,0048,서울빌라,월세,40.8800,202608,03,500,40,-1,1990,오현로25길 5,202608~202808,신규,-,,,연립다세대
8394,서울특별시 영등포구 당산동6가,237-25,0237,0025,강변리치빌쓰리,월세,29.7300,202608,03,"20,000",38,5,2017,당산로46가길 9,202609~202809,갱신,-,"20,000",35,연립다세대
8395,서울특별시 영등포구 당산동6가,237-2,0237,0002,당산아르빌,전세,48.3000,202608,03,"24,000",0,4,2008,당산로50길 24,202609~202809,신규,-,,,연립다세대
8396,서울특별시 마포구 서교동,385-3,0385,0003,블르밍빌,월세,27.2700,202608,03,"1,000",69,3,1995,양화로11길 38,202608~202808,신규,-,,,연립다세대
8397,서울특별시 마포구 서교동,380-31,0380,0031,서교빌라,월세,41.6400,202608,03,"2,000",170,1,1986,잔다리로7안길 41,202608~202808,신규,-,,,연립다세대
8398,서울특별시 강동구 성내동,83-1,0083,0001,(83-1),월세,29.8000,202608,03,"1,000",70,5,2013,올림픽로62길 34,202608~202808,신규,-,,,연립다세대
8399,서울특별시 영등포구 당산동1가,458,0458,0000,康南,월세,12.5800,202608,03,"10,000",4,4,2012,당산로16길 26,202609~202809,신규,-,,,연립다세대
8400,서울특별시 노원구 공릉동,503-9,0503,0009,(503-9),월세,12.7800,202608,03,300,32,1,2013,동일로186길 53-8,202608~202708,신규,-,,,연립다세대
8401,서울특별시 성북구 동선동3가,236-2,0236,0002,트리지움A동,월세,23.8000,202608,03,100,49,5,2025,보문로34나길 21,202608~202812,신규,-,,,연립다세대
8402,서울특별시 구로구 개봉동,338-1,0338,0001,동아아트빌라(338-1),월세,39.8400,202608,03,500,35,1,1993,개봉로17길 69,202608~202808,신규,-,,,연립다세대
8403,서울특별시 구로구 개봉동,132-4,0132,0004,수명주택(132-4),전세,29.7600,202608,03,"20,650",0,2,2023,경인로33마길 13,202609~202809,신규,-,,,연립다세대
