동네,NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
역삼,7792,서울특별시 강남구 역삼동,663-6,0663,0006,심산하우스,월세,33.0200,202608,05,150,90,-1,2002,논현로102길 42-1,202608~202611,신규,-,,,연립다세대
건대입구,7793,서울특별시 광진구 화양동,24-6,0024,0006,(24-6),전세,21.2800,202608,05,"8,925",0,5,2013,아차산로21길 105,202610~202810,신규,-,,,연립다세대
건대입구,7794,서울특별시 광진구 화양동,32-20,0032,0020,보나하임,월세,24.7200,202608,05,"1,000",62,5,2016,군자로7길 24,202609~202809,신규,-,,,연립다세대
사당,7798,서울특별시 동작구 사당동,309-30,0309,0030,화이트빌(309-30),월세,31.6700,202608,05,"20,000",40,3,2014,사당로22나길 81,202610~202810,신규,-,,,연립다세대
상도,7807,서울특별시 동작구 상도동,214-148,0214,0148,한강빌라,전세,32.8800,202608,04,"15,600",0,4,1992,양녕로22바길 1,202609~202809,신규,-,,,연립다세대
상도,7808,서울특별시 동작구 상도동,335-22,0335,0022,아진빌라,월세,68.2500,202608,04,"21,500",65,1,1997,상도로13나길 21,202609~202809,신규,-,,,연립다세대
상도,7813,서울특별시 동작구 상도동,256-192,0256,0192,그린피아빌(256-192),월세,49.4800,202608,04,"19,000",45,5,2007,성대로6가길 30,202610~202810,신규,-,,,연립다세대
상도,7814,서울특별시 동작구 상도동,507-3,0507,0003,제이플러스,월세,12.3950,202608,04,"1,000",52,4,2013,상도로61길 72,202608~202708,신규,-,,,연립다세대
상도,7815,서울특별시 동작구 상도동,283-41,0283,0041,해피하우스(283-41),전세,42.8500,202608,04,"29,300",0,4,2015,국사봉1길 170,202609~202809,갱신,-,"26,300",13,연립다세대
상도,7822,서울특별시 동작구 상도동,356-4,0356,0004,이에스하임8차,전세,46.1500,202608,04,"34,600",0,3,2018,상도로17길 14-2,202609~202809,갱신,사용,"34,600",0,연립다세대
상도,7823,서울특별시 동작구 상도동,227-1,0227,0001,대흥미소가29차(A동),전세,29.9000,202608,04,"24,570",0,4,2020,양녕로25길 60-15,202609~202809,갱신,-,"24,570",0,연립다세대
상도,7824,서울특별시 동작구 상도동,335-155,0335,0155,광채빌라,월세,31.1400,202608,04,"2,997",31,3,2024,상도로11길 10,202608~202810,신규,-,,,연립다세대
역삼,7862,서울특별시 강남구 역삼동,783-11,0783,0011,자인웰리움,전세,47.1600,202608,04,"45,000",0,5,2016,언주로65길 23,202610~202810,신규,-,,,연립다세대
역삼,7865,서울특별시 강남구 역삼동,690-42,0690,0042,아이힐2,전세,29.9700,202608,04,"31,000",0,3,2016,봉은사로48길 44-6,202609~202809,신규,-,,,연립다세대
역삼,7866,서울특별시 강남구 역삼동,690-42,0690,0042,아이힐2,월세,29.9000,202608,04,"30,000",10,2,2016,봉은사로48길 44-6,202609~202809,갱신,-,"28,800",10,연립다세대
역삼,7869,서울특별시 강남구 역삼동,780-46,0780,0046,역삼다산빌라,월세,12.8600,202608,04,"15,000",19,5,2016,도곡로33길 24,202610~202810,갱신,-,"15,000",16,연립다세대
역삼,7870,서울특별시 강남구 역삼동,660-27,0660,0027,더플레이스,월세,29.9500,202608,04,"3,000",187,2,2019,논현로102길 29,202608~202708,신규,-,,,연립다세대
역삼,7871,서울특별시 강남구 역삼동,798-1,0798,0001,더힐,월세,28.9600,202608,04,"43,000",10,3,2021,논현로63길 5,202610~202710,신규,-,,,연립다세대
사당,7874,서울특별시 동작구 사당동,419-1,0419,0001,(419-1),전세,31.8700,202608,04,"39,500",0,3,2018,남부순환로257가길 49,202610~202810,갱신,사용,"39,500",0,연립다세대
사당,7875,서울특별시 동작구 사당동,300-12,0300,0012,삼정,월세,50.5800,202608,04,"3,000",125,3,2013,사당로16자길 8,202609~202809,신규,-,,,연립다세대
사당,7876,서울특별시 동작구 사당동,281-1,0281,0001,은행하이츠빌라,월세,28.9100,202608,04,"1,000",75,3,1991,사당로14나길 2,202609~202809,신규,-,,,연립다세대
사당,7877,서울특별시 동작구 사당동,178-2,0178,0002,서안A,월세,62.4600,202608,04,500,30,2,1985,사당로23길 216-16,202608~202808,신규,-,,,연립다세대
건대입구,7879,서울특별시 광진구 구의동,20-13,0020,0013,청목리츠빌,월세,48.8000,202608,04,"11,000",58,3,2002,영화사로 90-1,202609~202809,갱신,사용,"11,000",53,연립다세대
건대입구,7894,서울특별시 광진구 구의동,649-7,0649,0007,다성파크빌리지,월세,47.0700,202608,04,"16,500",55,4,1996,광나루로30다길 10,202609~202809,신규,-,,,연립다세대
왕십리,7906,서울특별시 성동구 행당동,19-90,0019,0090,(19-90),월세,16.7200,202608,04,"8,000",35,3,2011,마조로3가길 7,202609~202809,신규,-,,,연립다세대
왕십리,7907,서울특별시 성동구 행당동,300-1,0300,0001,푸른마을,전세,75.4700,202608,04,"43,100",0,3,2002,왕십리로21길 36-1,202609~202809,갱신,-,"43,000",0,연립다세대
건대입구,7909,서울특별시 광진구 구의동,206-3,0206,0003,(206-3),월세,20.3800,202608,04,940,64,3,2012,아차산로65길 38,202608~202808,갱신,-,"1,000",61,연립다세대
건대입구,7910,서울특별시 광진구 구의동,257-40,0257,0040,자연S,월세,13.8400,202608,04,"2,500",38,3,2013,아차산로53길 51-10,202608~202808,신규,-,,,연립다세대
건대입구,7920,서울특별시 광진구 구의동,251-37,0251,0037,엘하우스,월세,28.6500,202608,04,"25,000",10,6,2018,자양로22길 3-1,202609~202809,신규,-,,,연립다세대
건대입구,7928,서울특별시 광진구 자양동,226-25,0226,0025,(226-25),전세,50.6600,202608,04,"27,500",0,1,1987,아차산로39길 43,202610~202810,신규,-,,,연립다세대
홍대,7931,서울특별시 마포구 서교동,449-21,0449,0021,동궁빌라,월세,28.3900,202608,04,"20,000",30,2,2012,동교로19길 52,202609~202809,신규,-,,,연립다세대
공덕,7932,서울특별시 마포구 공덕동,21-3,0021,0003,(21-3),월세,14.2500,202608,04,"12,000",7,2,2021,만리재옛길 68,202609~202809,신규,-,,,연립다세대
노원,7935,서울특별시 노원구 공릉동,421-21,0421,0021,엘림오피스,월세,22.3600,202608,04,"1,000",56,3,2012,공릉로46가길 9-6,202608~202708,신규,-,,,연립다세대
노원,7953,서울특별시 노원구 하계동,281,0281,0000,선경빌라,월세,84.9200,202608,04,"30,000",16,3,1995,공릉로 332,202608~202808,갱신,사용,"30,000",10,연립다세대
건대입구,7958,서울특별시 광진구 화양동,1-1,0001,0001,퍼스트하우스,월세,29.9800,202608,04,"3,000",50,2,2014,능동로15길 19,202608~202808,신규,-,,,연립다세대
건대입구,7959,서울특별시 광진구 화양동,32-2,0032,0002,모아빌,월세,29.4200,202608,04,500,60,3,2016,동일로28길 48,202608~202808,신규,-,,,연립다세대
건대입구,7960,서울특별시 광진구 화양동,20-30,0020,0030,(20-30),월세,15.0400,202608,04,"1,000",85,9,2021,동일로30길 16,202608~202808,신규,-,,,연립다세대
노원,7961,서울특별시 노원구 상계동,1096-8,1096,0008,리언하우스A,월세,66.3800,202608,04,"15,000",40,4,2005,동일로239다길 5,202609~202809,신규,-,,,연립다세대
수유,7974,서울특별시 강북구 수유동,130-65,0130,0065,연은팰리스(A동),월세,52.9600,202608,04,"3,000",80,4,2010,삼양로92길 1-40,202608~202808,갱신,-,"16,380",0,연립다세대
홍대,7982,서울특별시 마포구 서교동,438-5,0438,0005,트인빌(438-5),월세,29.9500,202608,04,"2,500",51,3,2003,성미산로6길 26,202610~202810,갱신,사용,"2,500",48,연립다세대
신림,7990,서울특별시 관악구 신림동,1668-29,1668,0029,체나콜빌,월세,29.6000,202608,04,"5,000",106,6,2021,조원중앙로1길 19,202608~202808,신규,-,,,연립다세대
신림,7991,서울특별시 관악구 신림동,530-2,0530,0002,메리트엠타워,월세,12.6000,202608,04,"10,000",28,9,2019,난곡로 327-1,202609~202809,신규,-,,,연립다세대
신림,7992,서울특별시 관악구 신림동,676-13,0676,0013,한나래A동,전세,52.1300,202608,04,"23,000",0,4,2017,난향2길 11,202608~202610,갱신,-,"23,000",0,연립다세대
신림,7993,서울특별시 관악구 신림동,511-27,0511,0027,센트레빌,월세,29.8300,202608,04,"19,500",40,4,2016,남부순환로151길 48,202609~202809,신규,-,,,연립다세대
신림,7994,서울특별시 관악구 신림동,1481-18,1481,0018,성창빌라,월세,47.6500,202608,04,"11,000",50,2,1991,난곡로63가길 22,202609~202809,갱신,-,"11,000",50,연립다세대
신림,7995,서울특별시 관악구 신림동,348-7,0348,0007,성덕빌라,전세,62.6400,202608,04,"23,000",0,3,1996,광신3길 19,202608~202808,신규,-,,,연립다세대
노원,8002,서울특별시 노원구 중계동,90-26,0090,0026,동신다가구(90-26),월세,47.2100,202608,04,"11,000",60,3,1995,중계로14바길 34-1,202609~202809,신규,-,,,연립다세대
신설동,8026,서울특별시 동대문구 신설동,45-2,0045,0002,로얄팰리스,전세,29.4200,202608,04,"25,000",0,5,2018,한빛로 29,202608~202610,갱신,사용,"25,000",0,연립다세대
노원,8036,서울특별시 노원구 월계동,392-45,0392,0045,에이플러스빌,월세,17.0500,202608,04,"1,000",40,4,2016,광운로13길 23,202608~202802,신규,-,,,연립다세대
노원,8037,서울특별시 노원구 월계동,402-55,0402,0055,태광B동(402-55),전세,54.6000,202608,04,"18,000",0,1,1989,광운로 39-1,202610~202710,신규,-,,,연립다세대
역삼,8046,서울특별시 강남구 역삼동,692-26,0692,0026,(692-26),월세,30.7800,202608,04,300,100,3,2001,테헤란로53길 63,202608~202611,신규,-,,,연립다세대
역삼,8048,서울특별시 강남구 역삼동,774-21,0774,0021,우림레스빌,전세,63.2100,202608,04,"42,000",0,2,2001,언주로71길 19-8,202608~202808,갱신,사용,"40,000",0,연립다세대
역삼,8049,서울특별시 강남구 역삼동,677-8,0677,0008,디엔에스리치빌,월세,19.1900,202608,04,"10,000",35,9,2013,테헤란로37길 13-8,202609~202809,신규,-,,,연립다세대
역삼,8050,서울특별시 강남구 역삼동,827-72,0827,0072,해오름빌,월세,14.4000,202608,04,500,78,3,2013,강남대로78길 33-3,202608~202708,신규,-,,,연립다세대
합정,8062,서울특별시 마포구 합정동,81-26,0081,0026,행복다세대주택,전세,42.6900,202608,04,"35,000",0,3,2018,토정로4길 22,202609~202809,신규,-,,,연립다세대
합정,8063,서울특별시 마포구 합정동,453-3,0453,0003,진성리버빌,월세,14.8200,202608,04,500,41,2,2010,희우정로7길 17,202608~202708,신규,-,,,연립다세대
역삼,8101,서울특별시 강남구 역삼동,778-7,0778,0007,제이원빌,월세,29.9800,202608,04,"27,300",13,3,2014,언주로67길 32,202609~202809,갱신,사용,"27,300",8,연립다세대
건대입구,8113,서울특별시 광진구 구의동,207-3,0207,0003,주함해븐빌B동,월세,74.9100,202608,03,"34,000",20,3,2008,아차산로65길 33,202610~202810,갱신,사용,"34,000",20,연립다세대
건대입구,8114,서울특별시 광진구 구의동,30-36,0030,0036,태영파크빌,월세,45.5400,202608,03,"24,000",20,3,2010,자양로 303-9,202610~202810,신규,-,,,연립다세대
건대입구,8115,서울특별시 광진구 구의동,587-56,0587,0056,ElimVill(587-56),월세,41.0000,202608,03,"25,000",25,2,2011,구의강변로3길 38,202609~202808,신규,-,,,연립다세대
왕십리,8116,서울특별시 성동구 행당동,302-1,0302,0001,에비뉴힐,전세,44.2200,202608,03,"38,000",0,4,2019,왕십리로21마길 21,202609~202809,신규,-,,,연립다세대
공덕,8149,서울특별시 마포구 신공덕동,6-3,0006,0003,신덕맨션,월세,80.0800,202608,03,"2,000",120,1,1981,만리재옛길 30,202608~202808,신규,-,,,연립다세대
공덕,8167,서울특별시 마포구 공덕동,112-6,0112,0006,피카소,전세,29.1200,202608,03,"26,000",0,3,2020,만리재옛4길 13,202610~202810,신규,-,,,연립다세대
합정,8168,서울특별시 마포구 합정동,433-33,0433,0033,진흥빌(433-33),월세,29.7900,202608,03,"2,000",85,3,2010,동교로 44-9,202609~202809,갱신,-,"2,000",69,연립다세대
합정,8169,서울특별시 마포구 합정동,386-10,0386,0010,영화빌라,전세,48.0400,202608,03,"30,000",0,3,1991,월드컵로5길 33-19,202608~202808,갱신,-,"30,000",0,연립다세대
건대입구,8176,서울특별시 광진구 화양동,20-33,0020,0033,예가,월세,22.4800,202608,03,"14,000",6,2,2011,광나루로14길 22,202609~202809,신규,-,,,연립다세대
건대입구,8177,서울특별시 광진구 화양동,35-68,0035,0068,해오름,월세,15.2400,202608,03,"1,000",47,2,2012,아차산로25길 74-12,202608~202808,신규,-,,,연립다세대
건대입구,8178,서울특별시 광진구 화양동,19-2,0019,0002,jw.cityvill1동,월세,13.0500,202608,03,"2,000",48,4,2013,광나루로16길 6,202608~202808,신규,-,,,연립다세대
건대입구,8179,서울특별시 광진구 화양동,37-30,0037,0030,Mamaison,월세,20.3600,202608,03,"3,000",43,5,2015,동일로26길 18,202608~202808,신규,-,,,연립다세대
건대입구,8181,서울특별시 광진구 화양동,23-37,0023,0037,까사펠리즈화양,월세,27.9900,202608,03,"5,000",170,12,2025,광나루로12길 20,202609~202709,신규,-,,,연립다세대
건대입구,8183,서울특별시 광진구 화양동,23-37,0023,0037,까사펠리즈화양,월세,27.9900,202608,03,"3,000",180,9,2025,광나루로12길 20,202608~202708,신규,-,,,연립다세대
신림,8206,서울특별시 관악구 신림동,11-23,0011,0023,더베리타스,월세,24.4500,202608,03,"5,000",130,6,2022,남부순환로182길 4-7,202608~202808,신규,-,,,연립다세대
신림,8207,서울특별시 관악구 신림동,1564-9,1564,0009,모닝힐(1564-9),전세,41.1500,202608,03,"26,000",0,5,2016,쑥고개로2가길 43,202609~202809,신규,-,,,연립다세대
신림,8208,서울특별시 관악구 신림동,526-4,0526,0004,풍양빌딩,월세,23.9350,202608,03,"5,000",32,5,2012,남부순환로151길 13,202610~202810,신규,-,,,연립다세대
신림,8209,서울특별시 관악구 신림동,255-179,0255,0179,현산푸른숲빌A동,전세,75.5600,202608,03,"20,000",0,4,2009,대학18길 41,202609~202809,신규,-,,,연립다세대
신림,8210,서울특별시 관악구 신림동,1680-12,1680,0012,행복이가득한집,월세,57.4200,202608,03,"22,000",50,2,2003,난곡로49길 3,202609~202809,신규,-,,,연립다세대
신림,8211,서울특별시 관악구 신림동,88-9,0088,0009,진우빌라,월세,23.5300,202608,03,500,31,4,2002,신림로56길 19-7,202608~202808,신규,-,,,연립다세대
역삼,8224,서울특별시 강남구 역삼동,690-29,0690,0029,아람빌,월세,44.2200,202608,03,"7,000",86,2,2001,봉은사로48길 32,202608~202808,신규,-,,,연립다세대
역삼,8227,서울특별시 강남구 역삼동,619,0619,0000,정암빌딩,월세,37.5600,202608,03,"1,000",85,3,1999,봉은사로6길 38,202608~202708,신규,-,,,연립다세대
역삼,8228,서울특별시 강남구 역삼동,725-43,0725,0043,베첼하우스,월세,21.9500,202608,03,400,182,2,2016,테헤란로32길 34,202608~202611,신규,-,,,연립다세대
홍대,8256,서울특별시 마포구 동교동,187-18,0187,0018,엘림빌라,월세,48.9100,202608,03,"20,000",30,2,1993,신촌로10길 16-11,202610~202809,신규,-,,,연립다세대
사당,8293,서울특별시 동작구 사당동,419-66,0419,0066,천조스테이,전세,11.3500,202608,03,"11,900",0,4,2021,남부순환로263길 29,202609~202809,신규,-,,,연립다세대
사당,8294,서울특별시 동작구 사당동,316-289,0316,0289,아크로하임A동,전세,52.2600,202608,03,"40,000",0,2,2018,사당로20나길 13,202609~202809,신규,-,,,연립다세대
사당,8295,서울특별시 동작구 사당동,241-46,0241,0046,세영베스트빌(241-46),전세,70.4600,202608,03,"37,000",0,5,2003,사당로10길 90,202608~202808,갱신,-,"33,000",0,연립다세대
사당,8296,서울특별시 동작구 사당동,175-64,0175,0064,복음,월세,51.5900,202608,03,"12,000",30,1,1990,사당로23사길 31,202609~202809,갱신,-,"12,000",20,연립다세대
상도,8320,서울특별시 동작구 상도동,159-223,0159,0223,상도힐,전세,27.7600,202608,03,"11,500",0,4,2017,양녕로36길 22,202608~202808,신규,-,,,연립다세대
상도,8321,서울특별시 동작구 상도동,33-6,0033,0006,드림캐슬(33-6),전세,51.3800,202608,03,"34,000",0,4,2016,상도로 258-5,202608~202803,갱신,-,"34,000",0,연립다세대
상도,8322,서울특별시 동작구 상도동,154-14,0154,0014,(154-14),월세,41.3200,202608,03,"1,000",95,2,2013,상도로34나길 13,202610~202810,신규,-,,,연립다세대
상도,8323,서울특별시 동작구 상도동,279-440,0279,0440,서강파미에,전세,65.2700,202608,03,"18,000",0,2,2009,성대로10길 89,202608~202808,신규,-,,,연립다세대
