동네,NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
노원,5032,서울특별시 노원구 공릉동,566-22,0566,0022,이안빌라,월세,29.9700,202608,13,"5,000",69,5,2016,동일로180길 33,202611~202811,신규,-,,,연립다세대
신림,5037,서울특별시 관악구 신림동,1439-24,1439,0024,(1439-24),전세,15.0800,202608,13,"18,800",0,5,2020,관천로16길 50,202609~202809,갱신,-,"18,800",0,연립다세대
신림,5038,서울특별시 관악구 신림동,468-1,0468,0001,(468-1),월세,26.8900,202608,13,"18,000",21,6,2014,조원로 170,202610~202810,신규,-,,,연립다세대
신림,5039,서울특별시 관악구 신림동,1505-3,1505,0003,향원빌라(1505-3),월세,46.5500,202608,13,"22,000",10,1,2008,남부순환로200가길 33,202610~202810,신규,-,,,연립다세대
신림,5040,서울특별시 관악구 신림동,10-584,0010,0584,(10-584),월세,65.1500,202608,13,"1,000",53,4,2006,남부순환로194길 10,202609~202809,신규,-,,,연립다세대
신림,5041,서울특별시 관악구 신림동,103-234,0103,0234,태화그린빌라,월세,52.4100,202608,13,"1,000",170,2,1992,서림7길 76,202608~202808,신규,-,,,연립다세대
신림,5042,서울특별시 관악구 신림동,409-107,0409,0107,전원하이츠가동,전세,43.0200,202608,13,"15,000",0,4,1991,서원6길 3,202608~202808,신규,-,,,연립다세대
건대입구,5043,서울특별시 광진구 화양동,15-29,0015,0029,(15-29),전세,21.9300,202608,13,"14,500",0,2,2009,군자로3길 20,202609~202809,갱신,사용,"13,860",0,연립다세대
건대입구,5044,서울특별시 광진구 화양동,17-53,0017,0053,IRIS,월세,19.5200,202608,13,"13,000",6,2,2012,동일로28길 49-10,202611~202811,신규,-,,,연립다세대
건대입구,5056,서울특별시 광진구 화양동,17-47,0017,0047,17-47,월세,19.8300,202608,13,"2,000",58,6,2015,군자로7길 2-5,202608~202808,신규,-,,,연립다세대
수유,5058,서울특별시 강북구 수유동,573-34,0573,0034,푸른솔,전세,17.5800,202608,13,"5,000",0,2,2013,삼양로139길 40,202609~202809,신규,-,,,연립다세대
건대입구,5067,서울특별시 광진구 구의동,77-5,0077,0005,구의리베르떼,월세,17.6100,202608,13,"25,000",13,5,2026,자양로41길 21,202609~202809,신규,-,,,연립다세대
건대입구,5068,서울특별시 광진구 구의동,226-19,0226,0019,우림빌라,전세,45.4200,202608,13,"10,500",0,-1,1996,자양로30길 83,202608~202808,갱신,-,"10,500",0,연립다세대
성수,5124,서울특별시 성동구 성수동1가,656-1252,0656,1252,덕조빌딩,월세,15.6200,202608,13,"2,000",66,5,2013,왕십리로14길 11,202608~202808,신규,-,,,연립다세대
왕십리,5132,서울특별시 성동구 행당동,302-1,0302,0001,에비뉴힐,전세,46.6500,202608,13,"38,500",0,2,2019,왕십리로21마길 21,202610~202810,갱신,-,"36,750",0,연립다세대
노원,5136,서울특별시 노원구 월계동,402-26,0402,0026,(402-26),전세,43.8100,202608,13,"6,500",0,-1,1994,광운로7길 21,202608~202808,신규,-,,,연립다세대
노원,5137,서울특별시 노원구 월계동,271-10,0271,0010,(271-10),전세,46.0500,202608,13,"13,000",0,2,1976,초안산로2길 94-3,202609~202809,신규,-,,,연립다세대
합정,5142,서울특별시 마포구 합정동,433-33,0433,0033,진흥빌(433-33),전세,27.9800,202608,12,"20,234",0,3,2010,동교로 44-9,202610~202810,갱신,사용,"19,270",0,연립다세대
신촌,5146,서울특별시 서대문구 대현동,90-50,0090,0050,애스턴빌,월세,22.2400,202608,12,"1,000",98,7,2020,이화여대1길 34,202608~202708,신규,-,,,연립다세대
노원,5207,서울특별시 노원구 상계동,1118-18,1118,0018,(1118-18),월세,12.5000,202608,12,500,35,2,2013,동일로237가길 56,202608~202808,신규,-,,,연립다세대
노원,5208,서울특별시 노원구 공릉동,218,0218,0000,퍼즐주택(공릉),월세,35.4800,202608,12,"20,000",45,3,2018,공릉로46가길 29,202609~202809,신규,-,,,연립다세대
노원,5209,서울특별시 노원구 공릉동,218,0218,0000,퍼즐주택(공릉),월세,36.4600,202608,12,"3,000",130,5,2018,공릉로46가길 29,202608~202808,신규,-,,,연립다세대
노원,5210,서울특별시 노원구 공릉동,644-40,0644,0040,팰리스가,월세,27.6700,202608,12,"3,000",90,5,2014,공릉로 104-9,202609~202809,신규,-,,,연립다세대
노원,5211,서울특별시 노원구 공릉동,584-6,0584,0006,공감대House,전세,12.6200,202608,12,"6,500",0,2,2012,동일로178길 29-13,202609~202902,신규,-,,,연립다세대
수유,5228,서울특별시 강북구 수유동,130-48,0130,0048,에코하우스다울18,월세,45.3000,202608,12,"4,675",48,4,2024,노해로9길 65-9,202608~202810,신규,-,,,연립다세대
수유,5230,서울특별시 강북구 수유동,715-4,0715,0004,스위트빌,전세,48.0700,202608,12,"22,300",0,3,2019,노해로33길 34-11,202609~202809,신규,-,,,연립다세대
수유,5231,서울특별시 강북구 수유동,441-60,0441,0060,그랜드캐슬,전세,29.8300,202608,12,"13,986",0,4,2014,인수봉로51길 4,202608~202808,갱신,-,"13,986",0,연립다세대
수유,5232,서울특별시 강북구 수유동,410-340,0410,0340,우리빌(410-340),월세,28.7100,202608,12,"1,255",10,2,2013,인수봉로 203,202608~202810,신규,-,,,연립다세대
안암,5270,서울특별시 성북구 안암동5가,149-1,0149,0001,TheGoldCity,월세,28.1900,202608,12,"2,000",170,3,2022,개운사2길 9,202608~202707,신규,-,,,연립다세대
안암,5271,서울특별시 성북구 안암동2가,30,0030,0000,해든,월세,23.3900,202608,12,"1,000",49,3,2012,고려대로11길 23,202608~202808,신규,-,,,연립다세대
상도,5316,서울특별시 동작구 상도동,121-128,0121,0128,(121-128),월세,28.9800,202608,12,"3,000",42,3,2000,상도로67길 12-20,202609~202709,신규,-,,,연립다세대
상도,5317,서울특별시 동작구 상도동,134-262,0134,0262,(134-262),월세,39.7500,202608,12,"18,123",22,2,2003,상도로66길 26,202608~202808,갱신,-,"17,000",27,연립다세대
상도,5318,서울특별시 동작구 상도동,279-379,0279,0379,세정빌라,월세,50.8000,202608,12,"13,000",5,-1,1992,성대로16길 74,202609~202809,신규,-,,,연립다세대
상도,5319,서울특별시 동작구 상도동,156-19,0156,0019,마르마,월세,17.2600,202608,12,"13,000",15,3,2012,상도로30길 78,-,-,-,,,연립다세대
상도,5320,서울특별시 동작구 상도동,496-18,0496,0018,무경하우스,월세,16.8900,202608,12,"11,000",20,4,2016,상도로 392-12,202609~202809,신규,-,,,연립다세대
상도,5321,서울특별시 동작구 상도동,244-252,0244,0252,미소가A동(244-252),전세,29.9400,202608,12,"26,000",0,2,2018,성대로17길 7,202609~202809,신규,-,,,연립다세대
상도,5322,서울특별시 동작구 상도동,246-18,0246,0018,상도동하이빌,월세,42.3000,202608,12,"4,000",70,5,2003,성대로1길 14,202609~202809,갱신,사용,"4,000",55,연립다세대
회기,5324,서울특별시 동대문구 회기동,102-187,0102,0187,(102-187),월세,12.8100,202608,12,500,35,1,2012,회기로12다길 33,202608~202708,신규,-,,,연립다세대
사당,5325,서울특별시 동작구 사당동,64-104,0064,0104,(64-104),월세,62.8400,202608,12,"27,000",15,1,2002,동작대로33바길 6-12,202610~202810,신규,-,,,연립다세대
사당,5326,서울특별시 동작구 사당동,300-23,0300,0023,성원빌라,전세,56.5400,202608,12,"26,000",0,4,1994,사당로16사길 36,202609~202809,신규,-,,,연립다세대
사당,5327,서울특별시 동작구 사당동,141-109,0141,0109,삼성(141-109),월세,93.3000,202608,12,"15,000",90,4,1993,사당로29다길 20,202608~202808,갱신,사용,"15,000",90,연립다세대
사당,5328,서울특별시 동작구 사당동,449-27,0449,0027,미래하이빌(449-27),전세,55.2100,202608,12,"25,000",0,5,2018,남부순환로255나길 6,202608~202808,갱신,사용,"25,000",0,연립다세대
사당,5329,서울특별시 동작구 사당동,449-27,0449,0027,미래하이빌(449-27),전세,55.2100,202608,12,"25,000",0,5,2018,남부순환로255나길 6,202608~202808,갱신,-,"25,000",0,연립다세대
건대입구,5342,서울특별시 광진구 화양동,106,0106,0000,(106-0),월세,24.0400,202608,12,"1,000",68,5,2014,군자로6길 40,202608~202808,갱신,사용,"1,000",65,연립다세대
신림,5343,서울특별시 관악구 신림동,306-68,0306,0068,관악파크빌,월세,53.7300,202608,12,"4,000",85,2,2004,호암로18나길 38,202609~202809,신규,-,,,연립다세대
신림,5344,서울특별시 관악구 신림동,646-138,0646,0138,(646-138),전세,39.8700,202608,12,"11,500",0,1,1993,난곡로26마길 6,202608~202702,갱신,-,"13,000",0,연립다세대
신림,5345,서울특별시 관악구 신림동,1563-9,1563,0009,동성맨션,월세,63.6900,202608,12,"5,000",80,-1,1997,미성7길 38,202609~202809,신규,-,,,연립다세대
신림,5346,서울특별시 관악구 신림동,563-27,0563,0027,오주하우스,월세,15.1600,202608,12,"2,000",20,3,2012,조원중앙로2길 81,202609~202709,갱신,-,"2,000",19,연립다세대
신림,5347,서울특별시 관악구 신림동,412-185,0412,0185,DaehoVill,월세,29.3700,202608,12,"16,000",4,2,2016,문성로38가길 14,202609~202809,갱신,-,"16,000",0,연립다세대
신림,5348,서울특별시 관악구 신림동,530-1,0530,0001,신대방노블루체,월세,25.2200,202608,12,"23,000",20,16,2019,난곡로 331,202609~202809,신규,-,,,연립다세대
신림,5349,서울특별시 관악구 신림동,613-1,0613,0001,드림타운,전세,26.9000,202608,12,"25,000",0,6,2020,법원단지2길 14,-,-,-,,,연립다세대
신림,5350,서울특별시 관악구 신림동,1668-29,1668,0029,체나콜빌,월세,29.9300,202608,12,"3,000",114,2,2021,조원중앙로1길 19,202608~202808,신규,-,,,연립다세대
신림,5351,서울특별시 관악구 신림동,11-23,0011,0023,더베리타스,전세,24.5900,202608,12,"29,400",0,4,2022,남부순환로182길 4-7,202608~202808,신규,-,,,연립다세대
신림,5352,서울특별시 관악구 신림동,1429-45,1429,0045,TOV,월세,24.2000,202608,12,"24,000",40,5,2023,신림로73길 15-6,202609~202809,갱신,-,"24,000",40,연립다세대
신림,5353,서울특별시 관악구 신림동,103-190,0103,0190,동영빌,월세,29.8000,202608,12,769,22,5,2023,서림11가길 9-7,202608~202811,신규,-,,,연립다세대
건대입구,5354,서울특별시 광진구 자양동,231-64,0231,0064,와이위드미,전세,55.1900,202608,12,"47,250",0,3,2024,아차산로44길 13-20,202609~202809,갱신,사용,"45,000",0,연립다세대
건대입구,5355,서울특별시 광진구 자양동,589-16,0589,0016,한양팰리스(589-16),월세,49.7700,202608,12,"30,000",50,3,2017,자양강변길 269,202610~202810,갱신,사용,"30,000",45,연립다세대
건대입구,5356,서울특별시 광진구 자양동,639-22,0639,0022,에비앙하우스,월세,25.5000,202608,12,"25,000",10,5,2016,뚝섬로52다길 14-8,202611~202811,신규,-,,,연립다세대
건대입구,5357,서울특별시 광진구 자양동,646-14,0646,0014,신성쉐르빌(646-14),월세,52.4800,202608,12,"5,000",83,4,2010,뚝섬로52라길 66,202609~202809,신규,-,,,연립다세대
건대입구,5358,서울특별시 광진구 자양동,639-36,0639,0036,스타리버빌,월세,40.1300,202608,12,"20,000",35,3,2008,뚝섬로54길 42,202609~202809,신규,-,,,연립다세대
건대입구,5359,서울특별시 광진구 자양동,646,0646,0000,(646-0),전세,27.0900,202608,12,"15,750",0,2,2007,뚝섬로52라길 50,202608~202808,갱신,사용,"15,000",0,연립다세대
건대입구,5360,서울특별시 광진구 자양동,52-104,0052,0104,(52-104),월세,23.3700,202608,12,"1,000",63,4,2004,동일로4길 56-2,202609~202809,신규,-,,,연립다세대
건대입구,5367,서울특별시 광진구 구의동,69-1,0069,0001,제이캐슬,월세,41.8500,202608,12,"44,000",20,6,2020,자양로 232,202611~202811,갱신,-,"44,000",0,연립다세대
건대입구,5368,서울특별시 광진구 구의동,646-8,0646,0008,(646-8),월세,19.6000,202608,12,"15,900",15,3,2019,자양로23길 63,202609~202809,갱신,-,"15,000",15,연립다세대
건대입구,5369,서울특별시 광진구 구의동,257-13,0257,0013,돌체,월세,21.0000,202608,12,"2,000",44,5,2011,아차산로53길 24,202608~202808,신규,-,,,연립다세대
건대입구,5370,서울특별시 광진구 구의동,37-9,0037,0009,아차산빌라,월세,75.4500,202608,12,"20,000",70,4,2003,자양로44길 114-8,202610~202810,신규,-,,,연립다세대
왕십리,5399,서울특별시 성동구 행당동,311-7,0311,0007,로마네스크,전세,29.3600,202608,12,"26,400",0,2,2016,행당로11길 14,202609~202809,갱신,사용,"25,350",0,연립다세대
왕십리,5400,서울특별시 성동구 행당동,1-72,0001,0072,(1-72),월세,89.9800,202608,12,500,60,3,2004,마조로9길 8-3,202608~202808,신규,-,,,연립다세대
역삼,5484,서울특별시 강남구 역삼동,780-11,0780,0011,집앤사파시앙스,전세,23.1400,202608,12,"35,000",0,2,2026,언주로67길 21,202609~202809,신규,-,,,연립다세대
역삼,5485,서울특별시 강남구 역삼동,780-11,0780,0011,집앤사파시앙스,전세,23.1400,202608,12,"35,000",0,2,2026,언주로67길 21,202609~202809,신규,-,,,연립다세대
역삼,5486,서울특별시 강남구 역삼동,834-36,0834,0036,힐스테이트6,월세,29.9100,202608,12,"3,000",120,3,2015,역삼로10길 13,202609~202809,신규,-,,,연립다세대
역삼,5487,서울특별시 강남구 역삼동,774-15,0774,0015,그레이스빌(774-15),월세,15.5900,202608,12,"2,000",61,3,2013,언주로71길 25,202608~202708,신규,-,,,연립다세대
역삼,5488,서울특별시 강남구 역삼동,835-61,0835,0061,글로리아스위트,월세,32.0200,202608,12,"1,000",120,3,2004,논현로63길 66,202608~202808,신규,-,,,연립다세대
역삼,5489,서울특별시 강남구 역삼동,794-34,0794,0034,(794-34),월세,27.9200,202608,12,"1,000",87,4,2003,도곡로17길 24-3,202609~202809,신규,-,,,연립다세대
역삼,5490,서울특별시 강남구 역삼동,774-22,0774,0022,(774-22),월세,71.6700,202608,12,"2,000",65,2,2002,언주로71길 19-6,202609~202709,신규,-,,,연립다세대
역삼,5491,서울특별시 강남구 역삼동,771-16,0771,0016,네오아키빌,월세,72.4400,202608,12,"52,000",13,5,2002,언주로71길 28,202608~202808,갱신,사용,"52,000",0,연립다세대
역삼,5492,서울특별시 강남구 역삼동,690-12,0690,0012,에벤에셀,월세,75.4600,202608,12,"2,000",250,3,2003,봉은사로48길 44-18,202608~202708,신규,-,,,연립다세대
역삼,5493,서울특별시 강남구 역삼동,655-19,0655,0019,행복한빌라,월세,49.1000,202608,12,"30,000",61,4,2002,논현로106길 47,202609~202811,갱신,-,"28,000",0,연립다세대
역삼,5494,서울특별시 강남구 역삼동,655-19,0655,0019,행복한빌라,월세,49.1000,202608,12,"30,000",61,4,2002,논현로106길 47,202609~202811,갱신,-,"28,000",60,연립다세대
공덕,5501,서울특별시 마포구 공덕동,21-3,0021,0003,(21-3),전세,22.2300,202608,12,"25,700",0,3,2021,만리재옛길 68,202609~202809,갱신,-,"24,500",0,연립다세대
홍대,5516,서울특별시 마포구 서교동,342-22,0342,0022,NextVille,월세,30.7800,202608,12,"1,000",75,1,2002,와우산로29가길 74-1,202608~202808,신규,-,,,연립다세대
홍대,5517,서울특별시 마포구 서교동,342-22,0342,0022,NextVille,월세,30.7800,202608,12,"1,000",75,1,2002,와우산로29가길 74-1,202608~202808,신규,-,,,연립다세대
홍대,5518,서울특별시 마포구 서교동,449-21,0449,0021,동궁빌라,월세,28.3900,202608,12,"24,000",5,3,2012,동교로19길 52,202608~202808,갱신,-,"23,000",5,연립다세대
상도,5519,서울특별시 동작구 상도동,356-230,0356,0230,원형,월세,69.9800,202608,11,"23,000",50,5,2003,상도로15마길 9,202611~202811,신규,-,,,연립다세대
합정,5520,서울특별시 마포구 합정동,453-13,0453,0013,이에스한강포레B,전세,29.8500,202608,11,"34,000",0,2,2024,희우정로5길 26,202609~202809,갱신,-,"34,000",0,연립다세대
합정,5521,서울특별시 마포구 합정동,451-11,0451,0011,합정어반힐,전세,18.7700,202608,11,"21,000",0,5,2020,희우정로7길 31,202609~202809,갱신,사용,"20,000",0,연립다세대
합정,5522,서울특별시 마포구 합정동,378-14,0378,0014,VALUEDEVELOPMENT,월세,25.5600,202608,11,"22,500",25,2,2016,양화진2길 21-6,202609~202809,갱신,사용,"21,500",25,연립다세대
건대입구,5523,서울특별시 광진구 자양동,471-5,0471,0005,한양주택,전세,83.5900,202608,11,"37,000",0,1,1998,뚝섬로40길 53,202609~202809,갱신,-,"30,450",0,연립다세대
상도,5524,서울특별시 동작구 상도동,126-43,0126,0043,대명빌라,전세,52.8600,202608,11,"19,000",0,2,1993,상도로68가길 4,202610~202810,신규,-,,,연립다세대
건대입구,5527,서울특별시 광진구 자양동,588-26,0588,0026,효성하이츠빌라,전세,40.7600,202608,11,"20,000",0,2,1991,자양번영로3나길 38,202608~202808,갱신,-,"18,000",0,연립다세대
건대입구,5534,서울특별시 광진구 자양동,651-1,0651,0001,경성빌라,월세,43.4700,202608,11,"5,000",105,4,2008,뚝섬로54길 17,202609~202809,갱신,-,"5,000",100,연립다세대
건대입구,5535,서울특별시 광진구 자양동,678-4,0678,0004,(678-4),전세,57.9000,202608,11,"20,000",0,4,2009,뚝섬로58길 21,202609~202809,갱신,-,"20,000",0,연립다세대
건대입구,5536,서울특별시 광진구 자양동,52-200,0052,0200,랜드마크,월세,30.1200,202608,11,"24,000",10,4,2016,뚝섬로24길 6,202610~202809,신규,-,,,연립다세대
노원,5539,서울특별시 노원구 상계동,341-5,0341,0005,(341-5),월세,18.4300,202608,11,"1,000",64,6,2013,상계로 84,202608~202708,신규,-,,,연립다세대
노원,5540,서울특별시 노원구 상계동,133,0133,0000,이풍경힐탑,월세,50.8700,202608,11,617,36,6,2018,수락산로8길 13,202608~202812,신규,-,,,연립다세대
노원,5541,서울특별시 노원구 상계동,1048-20,1048,0020,해밀2동,월세,52.0500,202608,11,"1,691",40,5,2019,동일로237나길 17,202608~202812,신규,-,,,연립다세대
역삼,5542,서울특별시 강남구 역삼동,681-39,0681,0039,동우코아,월세,23.4000,202608,11,"1,000",68,2,1998,선릉로107길 26,202608~202808,신규,-,,,연립다세대
역삼,5543,서울특별시 강남구 역삼동,681-39,0681,0039,동우코아,월세,23.4000,202608,11,"1,000",69,2,1998,선릉로107길 26,202608~202808,신규,-,,,연립다세대
노원,5544,서울특별시 노원구 중계동,168-9,0168,0009,한신월드타운(168-9),월세,64.5200,202608,11,"5,000",110,5,2011,덕릉로82길 61,202610~202810,신규,-,,,연립다세대
역삼,5545,서울특별시 강남구 역삼동,697-17,0697,0017,역삼빌라트(697-17),월세,76.8500,202608,11,"20,000",119,4,2000,테헤란로53길 15-13,202609~202809,신규,-,,,연립다세대
신촌,5546,서울특별시 서대문구 대현동,150,0150,0000,이대역마에스트로,월세,12.0100,202608,11,"1,000",70,3,2012,이화여대2나길 11,202608~202708,신규,-,,,연립다세대
역삼,5549,서울특별시 강남구 역삼동,690-10,0690,0010,(690-10),월세,34.8100,202608,11,"1,000",125,2,2013,봉은사로44길 59,202608~202708,신규,-,,,연립다세대
역삼,5550,서울특별시 강남구 역삼동,703-6,0703,0006,케이타워역삼오피스텔,월세,16.9400,202608,11,"1,000",90,3,2014,언주로98길 32,202608~202708,신규,-,,,연립다세대
역삼,5551,서울특별시 강남구 역삼동,774-40,0774,0040,역삼더하임,월세,24.9900,202608,11,"30,000",48,4,2020,역삼로38길 19,202609~202809,신규,-,,,연립다세대
홍대,5566,서울특별시 마포구 서교동,467-4,0467,0004,(467-4),월세,25.3900,202608,11,"1,000",52,3,2002,동교로15길 4,202609~202809,신규,-,,,연립다세대
길음,5571,서울특별시 성북구 길음동,1218,1218,0000,1218-0,전세,18.3300,202608,11,"8,900",0,4,2007,삼양로9길 9-15,202609~202809,신규,-,,,연립다세대
성수,5582,서울특별시 성동구 성수동1가,16-46,0016,0046,미성아트빌D,전세,43.4400,202608,11,"39,000",0,4,2003,뚝섬로5길 35,202608~202808,신규,-,,,연립다세대
성수,5584,서울특별시 성동구 성수동1가,330-1,0330,0001,(330-1),월세,21.1700,202608,11,"1,000",45,2,2006,둘레9가길 24,202610~202810,신규,-,,,연립다세대
성수,5591,서울특별시 성동구 성수동1가,301,0301,0000,리버그린,월세,67.2200,202608,11,"5,500",150,3,2006,성덕정길 63-18,202609~202809,신규,-,,,연립다세대
홍대,5611,서울특별시 마포구 서교동,380-8,0380,0008,사이언스밸리,월세,29.9700,202608,11,"27,000",5,2,2012,양화로7안길 26,202608~202808,갱신,-,"27,000",0,연립다세대
왕십리,5659,서울특별시 성동구 행당동,1-36,0001,0036,(1-36),월세,83.4700,202608,11,"1,000",65,2,2005,마조로9길 16-6,202608~202808,신규,-,,,연립다세대
왕십리,5660,서울특별시 성동구 행당동,19-79,0019,0079,삼인베스트빌,월세,52.2100,202608,11,0,31,1,2003,마조로1길 20,202608~203108,신규,-,,,연립다세대
신림,5688,서울특별시 관악구 신림동,1423-22,1423,0022,K-VIEWTOWERⅢ,월세,17.3900,202608,11,"1,000",105,5,2024,봉천로12길 71,202608~202708,신규,-,,,연립다세대
신림,5689,서울특별시 관악구 신림동,510-20,0510,0020,T&K신림Ⅲ,월세,54.2900,202608,11,"7,486",10,5,2023,남부순환로151길 34,202609~202808,갱신,-,100,52,연립다세대
신림,5692,서울특별시 관악구 신림동,530-2,0530,0002,메리트엠타워,월세,12.6000,202608,11,"10,000",25,8,2019,난곡로 327-1,202609~202809,신규,-,,,연립다세대
신림,5693,서울특별시 관악구 신림동,1432-151,1432,0151,원오피스텔(1432-151),전세,19.9900,202608,11,"9,500",0,5,2002,신림동5길 17,202610~202810,신규,-,,,연립다세대
신림,5694,서울특별시 관악구 신림동,1708-2,1708,0002,한림102동,월세,59.1200,202608,11,"21,000",30,5,2001,봉천로2길 13,202610~202810,신규,-,,,연립다세대
신림,5695,서울특별시 관악구 신림동,685-210,0685,0210,중앙타운A동B동,월세,55.1000,202608,11,"13,000",15,4,1997,난곡로11길 31,202609~202809,신규,-,,,연립다세대
신림,5696,서울특별시 관악구 신림동,412-96,0412,0096,황제빌라F,전세,35.8800,202608,11,"8,000",0,1,1990,문성로38길 51-16,202609~202809,신규,-,,,연립다세대
건대입구,5706,서울특별시 광진구 화양동,121-9,0121,0009,더퍼스트,전세,22.1800,202608,11,"27,000",0,7,2022,능동로19길 49,202608~202808,신규,-,,,연립다세대
성수,5711,서울특별시 성동구 성수동2가,700-2,0700,0002,성수빌라(700-2),전세,42.3000,202608,11,"18,900",0,1,1996,성수이로2길 16,202610~202810,신규,-,,,연립다세대
성수,5712,서울특별시 성동구 성수동2가,700-2,0700,0002,성수빌라(700-2),전세,42.3000,202608,11,"18,900",0,1,1996,성수이로2길 16,202610~202810,신규,-,,,연립다세대
신설동,5729,서울특별시 동대문구 신설동,6,0006,0000,캐슬루체,전세,34.6700,202608,11,"35,000",0,6,2023,왕산로7길 23,202608~202708,신규,-,,,연립다세대
건대입구,5759,서울특별시 광진구 구의동,45-25,0045,0025,신흥아트빌,월세,64.1500,202608,11,"27,000",20,1,2002,자양로44나길 39,202609~202809,신규,-,,,연립다세대
건대입구,5762,서울특별시 광진구 구의동,231-16,0231,0016,(231-16),전세,29.9200,202608,11,"21,000",0,3,2014,자양로30길 73-3,202609~202809,갱신,-,"20,000",0,연립다세대
수유,5795,서울특별시 강북구 수유동,130-48,0130,0048,에코하우스다울18,월세,45.7300,202608,11,"4,738",49,4,2024,노해로9길 65-9,202608~202810,신규,-,,,연립다세대
수유,5796,서울특별시 강북구 수유동,169-16,0169,0016,옐로우트리(yellowtree),전세,45.8300,202608,11,"33,200",0,5,2022,도봉로99길 25-16,202609~202809,신규,-,,,연립다세대
수유,5797,서울특별시 강북구 수유동,50-56,0050,0056,아림,월세,18.4800,202608,11,500,60,5,2012,삼양로80나길 70,202608~202808,신규,-,,,연립다세대
수유,5809,서울특별시 강북구 수유동,521-50,0521,0050,삼각산드림빌,월세,14.1000,202608,11,500,55,2,2010,인수봉로 239,202608~202708,신규,-,,,연립다세대
사당,5844,서울특별시 동작구 사당동,303-171,0303,0171,신성빌라,월세,61.4100,202608,11,"5,000",93,4,2007,사당로16길 149,202609~202809,신규,-,,,연립다세대
사당,5845,서울특별시 동작구 사당동,303-171,0303,0171,신성빌라,월세,61.4100,202608,11,"5,000",93,4,2007,사당로16길 149,202609~202809,신규,-,,,연립다세대
사당,5846,서울특별시 동작구 사당동,419-101,0419,0101,메종슈에뜨101,월세,28.3500,202608,11,"4,000",45,2,2016,남부순환로269길 50,202608~202808,신규,-,,,연립다세대
사당,5851,서울특별시 동작구 사당동,316-253,0316,0253,동현재,월세,36.8400,202608,11,"4,000",76,1,2012,사당로20바길 24,202608~202808,갱신,-,"4,000",75,연립다세대
역삼,5852,서울특별시 강남구 역삼동,655-19,0655,0019,행복한빌라,월세,49.1000,202608,11,"30,000",61,4,2002,논현로106길 47,202609~202811,신규,-,,,연립다세대
사당,5853,서울특별시 동작구 사당동,192-6,0192,0006,리츠빌,전세,59.5300,202608,11,"35,000",0,4,2008,사당로2가길 133,202609~202809,신규,-,,,연립다세대
사당,5854,서울특별시 동작구 사당동,77-50,0077,0050,(77-50),월세,35.9700,202608,11,"1,000",55,2,2001,동작대로33길 33,202608~202808,신규,-,,,연립다세대
회기,5864,서울특별시 동대문구 회기동,16-36,0016,0036,(16-36),월세,12.2850,202608,11,"1,000",52,3,2013,회기로19길 23,202608~202808,신규,-,,,연립다세대
흑석,5866,서울특별시 동작구 흑석동,186-72,0186,0072,흑석빌리지,월세,56.5900,202608,11,"3,000",77,4,2017,흑석로13마길 41,202608~202902,신규,-,,,연립다세대
홍대,5873,서울특별시 마포구 서교동,395-182,0395,0182,문리빙,월세,48.5400,202608,11,"6,000",65,3,2002,양화로8길 17-24,202609~202809,갱신,사용,"6,000",65,연립다세대
상도,5880,서울특별시 동작구 상도동,279-470,0279,0470,안다하우스,전세,45.3400,202608,11,"22,000",0,4,2015,성대로16길 33-2,202609~202809,갱신,사용,"22,000",0,연립다세대
상도,5881,서울특별시 동작구 상도동,236-9,0236,0009,강남빌(236-9),월세,51.2800,202608,11,"5,000",100,2,2014,성대로25길 4-8,202608~202808,신규,-,,,연립다세대
상도,5882,서울특별시 동작구 상도동,256-6,0256,0006,휴먼넥스빌(256-6),전세,37.9400,202608,11,"23,500",0,3,2013,성대로6길 27-9,202608~202808,갱신,-,"24,800",0,연립다세대
상도,5883,서울특별시 동작구 상도동,256-6,0256,0006,휴먼넥스빌(256-6),전세,37.9400,202608,11,"23,500",0,3,2013,성대로6길 27-9,202608~202808,갱신,-,"24,800",0,연립다세대
상도,5884,서울특별시 동작구 상도동,299-17,0299,0017,우현캐슬,전세,33.4800,202608,11,"28,000",0,2,2013,국사봉12길 8-1,202608~202808,신규,-,,,연립다세대
상도,5896,서울특별시 동작구 상도동,356-230,0356,0230,원형,월세,69.9800,202608,11,"23,000",50,5,2003,상도로15마길 9,202611~202811,신규,-,,,연립다세대
성수,5898,서울특별시 성동구 성수동1가,685-1,0685,0001,(685-1),전세,28.5000,202608,10,"23,000",0,3,2003,왕십리로11길 9,202610~202810,신규,-,,,연립다세대
성수,5899,서울특별시 성동구 성수동1가,685-260,0685,0260,신성연립,월세,81.2200,202608,10,"20,000",92,2,1978,서울숲4길 8,202609~202808,갱신,-,"20,000",84,연립다세대
성수,5900,서울특별시 성동구 성수동1가,13-101,0013,0101,(13-101),전세,22.1000,202608,10,"16,500",0,5,2012,상원12길 4,202609~202809,신규,-,,,연립다세대
성수,5901,서울특별시 성동구 성수동1가,13-101,0013,0101,(13-101),전세,22.1000,202608,10,"16,500",0,5,2012,상원12길 4,202608~202808,신규,-,,,연립다세대
