동네,시군구,번지,건물명,위도,경도,전월세구분,전용면적(㎡),층,보증금(만원),월세금(만원),건축년도
건대입구,서울특별시 광진구 자양동,803-4,"진연빌(A,B동)",37.5316905,127.0749477,전세,29.9400,2,"33,000",0,2020
건대입구,서울특별시 광진구 구의동,79-3,동남그린빌라,37.5444896,127.0874678,월세,57.2100,3,"25,000",50,1997
합정,서울특별시 마포구 합정동,378-14,VALUEDEVELOPMENT,37.5477846,126.9095636,월세,25.5600,3,"24,400",14,2016
상도,서울특별시 동작구 상도동,279-164,새롬아트빌,37.4988159,126.9441045,월세,65.2200,2,"22,000",27,2008
상도,서울특별시 동작구 상도동,244-238,믿음빌,37.4988159,126.9441045,전세,21.0000,5,"10,000",0,2016
상도,서울특별시 동작구 상도동,54-26,브이업빌딩,37.4988159,126.9441045,월세,15.5600,2,"1,000",70,2017
신촌,서울특별시 서대문구 창천동,4-34,신촌빌라3차,37.5587663,126.9342407,월세,51.0400,2,"1,000",90,1991
홍대,서울특별시 마포구 동교동,187-2,시대빌라,37.5571419,126.9261901,월세,71.6400,3,"20,000",30,2000
신촌,서울특별시 서대문구 창천동,229,신촌빌리지,37.5587663,126.9342407,월세,46.1100,5,"35,000",20,2014
노원,서울특별시 노원구 월계동,411-15,제이앤제이하우스,37.6298479,127.0541062,월세,16.1600,5,"3,000",32,2012
성수,서울특별시 성동구 성수동2가,299-52,양지주택,37.54048,127.05601,전세,67.5600,4,"37,000",0,2002
신림,서울특별시 관악구 신림동,10-215,다솜빌라,37.486897,126.928177,월세,21.2800,4,"1,000",65,2004
신림,서울특별시 관악구 신림동,412-456,(412-456),37.486897,126.928177,전세,48.8200,2,"20,000",0,1993
신림,서울특별시 관악구 신림동,98-202,수정(98-202),37.486897,126.928177,월세,38.8200,1,"2,000",65,1991
건대입구,서울특별시 광진구 자양동,605-31,동궁빌라,37.5316905,127.0749477,월세,45.5200,-1,"5,000",27,1992
신촌,서울특별시 서대문구 창천동,418,오즈빌,37.5587663,126.9342407,월세,14.5700,2,500,34,2011
합정,서울특별시 마포구 합정동,434-35,현대빌라(434-35),37.5477846,126.9095636,월세,35.0000,1,"3,000",90,1990
상도,서울특별시 동작구 상도동,56-60,56-60,37.4988159,126.9441045,월세,29.3100,1,"2,000",96,2015
상도,서울특별시 동작구 상도동,496-18,무경하우스,37.4988159,126.9441045,월세,18.9600,3,"3,000",60,2016
상도,서울특별시 동작구 상도동,238-5,더클래식,37.4988159,126.9441045,전세,29.8800,3,"36,000",0,2023
합정,서울특별시 마포구 합정동,398-10,일성아트빌,37.5477846,126.9095636,전세,32.1400,3,"36,000",0,2022
사당,서울특별시 동작구 사당동,268-17,현대빌라트A,37.48508,126.9704949,전세,66.4400,4,"33,600",0,2002
사당,서울특별시 동작구 사당동,275-11,신성하우스,37.48508,126.9704949,전세,24.5000,5,"28,000",0,2022
왕십리,서울특별시 성동구 행당동,1-55,(1-55),37.55783,127.03571,월세,73.3400,4,"5,000",52,2003
성수,서울특별시 성동구 성수동1가,98-2,(98-2),37.5435,127.03742,전세,19.7600,2,"17,000",0,1993
수유,서울특별시 강북구 수유동,703-6,석주빌라,37.636597,127.0043825,월세,41.7500,3,"10,000",10,1993
성수,서울특별시 성동구 성수동2가,321-107,르하임성수,37.54048,127.05601,월세,14.0900,9,"1,200",132,2022
합정,서울특별시 마포구 합정동,426-4,한울빌리지,37.5477846,126.9095636,월세,13.6800,2,"1,000",58,2011
노원,서울특별시 노원구 상계동,1098-1,스위트리아,37.66727,127.07242,전세,33.9300,6,"21,000",0,2017
건대입구,서울특별시 광진구 화양동,19-8,리더스,37.54408,127.06895,월세,64.7000,5,"1,000",70,2020
건대입구,서울특별시 광진구 화양동,31-19,하늘빛하우스(31-19),37.54408,127.06895,월세,18.0000,2,"1,000",63,2015
건대입구,서울특별시 광진구 화양동,31-71,(31-71),37.54408,127.06895,월세,23.2000,2,"13,000",20,2008
건대입구,서울특별시 광진구 화양동,15-71,(15-71),37.54408,127.06895,월세,46.7400,3,"2,000",55,2002
합정,서울특별시 마포구 합정동,450-31,(450-31),37.5477846,126.9095636,전세,52.5600,3,"15,000",0,1986
건대입구,서울특별시 광진구 구의동,211-17,"화이트빌(A,B동)",37.5444896,127.0874678,전세,72.9100,3,"38,850",0,2002
건대입구,서울특별시 광진구 구의동,669,에버그린,37.5444896,127.0874678,월세,26.0600,4,"27,800",5,2019
건대입구,서울특별시 광진구 구의동,248-67,청연빌,37.5444896,127.0874678,전세,29.2400,4,"23,000",0,2021
신림,서울특별시 관악구 신림동,10-424,동문타운A,37.486897,126.928177,월세,33.4600,4,"12,000",5,1995
신림,서울특별시 관악구 신림동,656-1,프레스티지빌,37.486897,126.928177,월세,29.9500,4,"18,600",15,2012
신림,서울특별시 관악구 신림동,520-26,좋은사람좋은집,37.486897,126.928177,월세,27.7200,4,500,49,2016
신림,서울특별시 관악구 신림동,530-2,메리트엠타워,37.486897,126.928177,월세,12.6000,9,"10,000",38,2019
건대입구,서울특별시 광진구 자양동,839-1,839-1,37.5316905,127.0749477,월세,11.5200,3,500,60,2012
건대입구,서울특별시 광진구 자양동,553-5,가은빌,37.5316905,127.0749477,월세,21.7300,2,"1,000",69,2015
건대입구,서울특별시 광진구 자양동,617-39,그레이스빌,37.5316905,127.0749477,월세,28.6000,3,"15,000",24,2017
건대입구,서울특별시 광진구 자양동,617-39,그레이스빌,37.5316905,127.0749477,월세,28.6000,3,"15,000",24,2017
건대입구,서울특별시 광진구 자양동,227-113,경성홈타운(227-113),37.5316905,127.0749477,전세,44.0800,3,"39,933",0,2017
홍대,서울특별시 마포구 서교동,474-18,삼정빌라,37.5550711,126.9238244,전세,55.5100,4,"26,250",0,2002
안암,서울특별시 성북구 안암동2가,160-7,(160-7),37.58616,127.02271,월세,21.2200,5,"1,000",56,2013
상도,서울특별시 동작구 상도동,126-10,숭실빌라,37.4988159,126.9441045,월세,76.7400,1,"10,000",57,1984
상도,서울특별시 동작구 상도동,7-182,케이디아이빌C동,37.4988159,126.9441045,전세,55.9600,3,"17,000",0,2007
상도,서울특별시 동작구 상도동,54-33,제이아트빌,37.4988159,126.9441045,월세,21.7600,3,"1,000",51,2012
역삼,서울특별시 강남구 역삼동,633-4,DreamVille,37.49988,127.03856,월세,28.2100,2,120,85,2002
수유,서울특별시 강북구 수유동,254-24,라온빌(254-24),37.636597,127.0043825,월세,54.5500,3,"10,000",80,2021
수유,서울특별시 강북구 수유동,286-26,삼성빌라(286-26),37.636597,127.0043825,월세,28.2600,5,"9,900",15,2010
수유,서울특별시 강북구 수유동,130-153,황지클래스16차,37.636597,127.0043825,월세,61.5200,4,"15,000",60,2007
신촌,서울특별시 서대문구 창천동,4-115,YonEStudio,37.5587663,126.9342407,월세,12.4700,2,"1,000",68,2011
신촌,서울특별시 서대문구 창천동,232,창천율도국인104동,37.5587663,126.9342407,전세,23.0400,4,"12,180",0,2007
신촌,서울특별시 서대문구 창천동,144-2,율도국인(304동),37.5587663,126.9342407,월세,59.9400,2,"1,000",85,2007
역삼,서울특별시 강남구 역삼동,673-5,예원아트빌라,37.49988,127.03856,월세,49.5800,3,"1,000",140,2001
역삼,서울특별시 강남구 역삼동,749-11,(749-11),37.49988,127.03856,월세,44.4000,4,"2,000",99,2002
역삼,서울특별시 강남구 역삼동,663-2,663-2,37.49988,127.03856,월세,35.8200,4,"1,000",230,2017
역삼,서울특별시 강남구 역삼동,648-1,강남IBC오피스텔,37.49988,127.03856,월세,23.2100,13,"1,000",97,1987
홍대,서울특별시 마포구 서교동,477-18,토티빌,37.5550711,126.9238244,전세,29.3400,3,"22,000",0,2009
왕십리,서울특별시 성동구 도선동,181,대호빌딩,37.56322,127.03311,월세,60.2800,5,"22,000",10,2004
왕십리,서울특별시 성동구 행당동,1-72,(1-72),37.55783,127.03571,월세,89.9800,3,500,55,2004
성수,서울특별시 성동구 성수동1가,656-1824,현대골드타운2동,37.5435,127.03742,전세,51.6400,1,"42,000",0,1992
성수,서울특별시 성동구 성수동2가,299-149,(299-149),37.54048,127.05601,전세,17.2000,4,"15,000",0,2014
건대입구,서울특별시 광진구 구의동,251-14,동부연립,37.5444896,127.0874678,전세,73.1600,1,"30,000",0,1978
건대입구,서울특별시 광진구 구의동,59-21,한두리빌라,37.5444896,127.0874678,전세,73.7800,2,"33,600",0,2006
건대입구,서울특별시 광진구 구의동,206-20,(206-20),37.5444896,127.0874678,전세,17.7700,3,"11,000",0,2011
건대입구,서울특별시 광진구 구의동,669,에버그린,37.5444896,127.0874678,월세,21.3600,2,"23,600",20,2019
건대입구,서울특별시 광진구 구의동,210-69,크로마하우스VIII,37.5444896,127.0874678,월세,39.6400,2,"28,500",29,2020
건대입구,서울특별시 광진구 자양동,595-6,서림골드빌라,37.5316905,127.0749477,월세,61.3400,1,"3,000",152,1991
건대입구,서울특별시 광진구 자양동,840-25,이오빌,37.5316905,127.0749477,전세,14.7300,2,"12,000",0,2011
건대입구,서울특별시 광진구 자양동,857,도시엔,37.5316905,127.0749477,월세,13.2300,3,"3,000",35,2011
건대입구,서울특별시 광진구 자양동,647-22,성우하이츠,37.5316905,127.0749477,월세,29.2100,4,"22,200",20,2015
건대입구,서울특별시 광진구 자양동,647-22,성우하이츠,37.5316905,127.0749477,월세,29.2100,4,"22,200",20,2015
건대입구,서울특별시 광진구 자양동,803-3,기성펠리체5차,37.5316905,127.0749477,전세,23.5200,3,"22,000",0,2019
건대입구,서울특별시 광진구 자양동,57-97,랜드마크Ⅱ,37.5316905,127.0749477,월세,22.1100,6,"30,000",10,2022
신림,서울특별시 관악구 신림동,510-20,T&K신림Ⅲ,37.486897,126.928177,월세,29.2700,4,"1,084",31,2023
신림,서울특별시 관악구 신림동,1678-37,관악드림빌,37.486897,126.928177,전세,40.2200,3,"23,000",0,2014
신림,서울특별시 관악구 신림동,102-60,(102-60),37.486897,126.928177,전세,16.6000,1,"7,500",0,2010
신림,서울특별시 관악구 신림동,610-159,부림파크빌라,37.486897,126.928177,월세,42.4800,4,"12,000",15,1995
신림,서울특별시 관악구 신림동,598-63,미림빌리지B,37.486897,126.928177,전세,49.3800,2,"13,700",0,1992
신림,서울특별시 관악구 신림동,234-46,대학빌리지B동,37.486897,126.928177,월세,54.5400,-1,300,46,1993
건대입구,서울특별시 광진구 화양동,101-3,(101-3),37.54408,127.06895,월세,14.6300,4,"1,000",65,2012
건대입구,서울특별시 광진구 화양동,109-4,예그리나Ⅰ,37.54408,127.06895,월세,12.0400,5,"8,400",2,2013
건대입구,서울특별시 광진구 화양동,31-43,31-43,37.54408,127.06895,월세,16.9800,4,500,60,2013
건대입구,서울특별시 광진구 화양동,32-9,(32-9),37.54408,127.06895,월세,20.1000,2,"13,000",10,2015
사당,서울특별시 동작구 사당동,1033-11,제이파크빌,37.48508,126.9704949,월세,36.4100,5,"4,100",100,2017
사당,서울특별시 동작구 사당동,316-189,리안빌리지,37.48508,126.9704949,월세,60.1400,4,"3,000",120,2010
사당,서울특별시 동작구 사당동,224-77,명궁,37.48508,126.9704949,전세,72.8900,4,"40,000",0,2003
사당,서울특별시 동작구 사당동,175-50,(175-50),37.48508,126.9704949,전세,42.8800,-1,"10,000",0,1986
상도,서울특별시 동작구 상도동,356-2,샹그릴라,37.4988159,126.9441045,전세,58.8600,2,"34,500",0,2016
상도,서울특별시 동작구 상도동,279-91,제일하이츠빌라,37.4988159,126.9441045,전세,60.7100,3,"22,000",0,1992
상도,서울특별시 동작구 상도동,7-81,(7-81),37.4988159,126.9441045,월세,43.4200,1,"13,000",35,1986
공덕,서울특별시 마포구 공덕동,117-41,(117-41)연리빌리지,37.549927,126.9592897,전세,42.4200,2,"31,500",0,2007
홍대,서울특별시 마포구 서교동,455-5,파크빌(455-5),37.5550711,126.9238244,전세,19.6500,3,"13,500",0,2010
합정,서울특별시 마포구 합정동,361-9,삼호빌라,37.5477846,126.9095636,전세,33.1100,1,"20,000",0,1988
합정,서울특별시 마포구 합정동,391-2,고려빌라트,37.5477846,126.9095636,월세,126.6100,2,55,55,1992
합정,서울특별시 마포구 합정동,451-11,합정어반힐,37.5477846,126.9095636,전세,24.3800,3,"30,000",0,2020
안암,서울특별시 성북구 안암동1가,105-1,가람JS빌,37.58774,127.02097,월세,29.8200,6,"5,500",95,2017
노원,서울특별시 노원구 월계동,465-33,월계그린빌1,37.6298479,127.0541062,전세,41.0800,1,"13,000",0,2003
노원,서울특별시 노원구 월계동,376-5,임오하이츠빌라,37.6298479,127.0541062,전세,60.5100,4,"21,700",0,1993
길음,서울특별시 성북구 길음동,488-24,(488-24),37.6085308,127.0201946,월세,15.9300,3,"1,000",55,2012
길음,서울특별시 성북구 길음동,1191,반석빌,37.6085308,127.0201946,전세,59.9600,5,"32,000",0,2013
사당,서울특별시 동작구 사당동,180-1,180-1,37.48508,126.9704949,월세,42.2300,2,"3,308",34,2022
사당,서울특별시 동작구 사당동,91-154,(91-154),37.48508,126.9704949,전세,50.3400,4,"42,100",0,2020
사당,서울특별시 동작구 사당동,419-115,(419-115),37.48508,126.9704949,전세,17.9500,1,"13,600",0,2014
사당,서울특별시 동작구 사당동,1005-22,삼원빌라,37.48508,126.9704949,전세,32.1600,2,"15,750",0,2003
사당,서울특별시 동작구 사당동,64-41,선흥별장원룸,37.48508,126.9704949,월세,53.3500,2,"1,000",40,1997
상도,서울특별시 동작구 상도동,202-235,금강그린빌(202-235),37.4988159,126.9441045,전세,38.0700,4,"22,000",0,2014
상도,서울특별시 동작구 상도동,183-31,그린캐슬(183-31),37.4988159,126.9441045,월세,12.4800,7,"1,000",88,2012
상도,서울특별시 동작구 상도동,183-31,그린캐슬(183-31),37.4988159,126.9441045,월세,12.4800,7,"1,000",88,2012
상도,서울특별시 동작구 상도동,356-65,원림아트빌(356-65),37.4988159,126.9441045,전세,66.1100,3,"29,000",0,2002
상도,서울특별시 동작구 상도동,299-154,천수빌라D동,37.4988159,126.9441045,전세,34.9200,-1,"12,000",0,1992
역삼,서울특별시 강남구 역삼동,789-22,월드쉐르빌2,37.49988,127.03856,월세,74.0100,6,"3,000",142,2002
합정,서울특별시 마포구 합정동,74-25,강변타운(74-25),37.5477846,126.9095636,전세,35.3100,2,"23,900",0,1989
합정,서울특별시 마포구 합정동,377-34,합정리치빌,37.5477846,126.9095636,전세,29.9500,5,"37,500",0,2021
역삼,서울특별시 강남구 역삼동,834-56,늘푸른집,37.49988,127.03856,전세,29.2000,4,"25,000",0,2010
역삼,서울특별시 강남구 역삼동,827-72,해오름빌,37.49988,127.03856,월세,30.3600,6,"5,000",115,2013
노원,서울특별시 노원구 중계동,107-40,오띠모빌,37.6509815,127.0810259,월세,43.4200,2,"13,000",30,2013
신촌,서울특별시 서대문구 대현동,90-58,(90-58),37.56058,126.94496,월세,18.9800,8,"2,000",72,2015
노원,서울특별시 노원구 상계동,136-33,베스트하우스(136-33),37.66727,127.07242,월세,55.9300,3,"17,092",19,2019
노원,서울특별시 노원구 상계동,72-119,베스트하우스,37.66727,127.07242,월세,47.7300,3,"11,568",13,2019
신촌,서울특별시 서대문구 대현동,90-42,이대다올노블리움2차(에이동),37.56058,126.94496,월세,22.1000,8,"1,000",110,2018
역삼,서울특별시 강남구 역삼동,778-18,J&Jvill,37.49988,127.03856,전세,36.5200,3,"29,000",0,2015
홍대,서울특별시 마포구 상수동,86-43,(86-43),37.54743,126.92473,월세,38.5600,3,"2,000",100,1991
건대입구,서울특별시 광진구 자양동,219-3,서원빌리지,37.5316905,127.0749477,월세,18.8500,6,"20,000",29,2020
건대입구,서울특별시 광진구 자양동,603-28,(603-28),37.5316905,127.0749477,전세,39.6900,2,"24,000",0,2008
건대입구,서울특별시 광진구 자양동,584-9,현대하이츠빌라,37.5316905,127.0749477,월세,52.4400,2,"14,000",70,1990
노원,서울특별시 노원구 공릉동,566-22,이안빌라,37.6302152,127.0872902,월세,29.9700,5,"5,000",69,2016
신림,서울특별시 관악구 신림동,1439-24,(1439-24),37.486897,126.928177,전세,15.0800,5,"18,800",0,2020
신림,서울특별시 관악구 신림동,468-1,(468-1),37.486897,126.928177,월세,26.8900,6,"18,000",21,2014
신림,서울특별시 관악구 신림동,1505-3,향원빌라(1505-3),37.486897,126.928177,월세,46.5500,1,"22,000",10,2008
신림,서울특별시 관악구 신림동,10-584,(10-584),37.486897,126.928177,월세,65.1500,4,"1,000",53,2006
신림,서울특별시 관악구 신림동,103-234,태화그린빌라,37.486897,126.928177,월세,52.4100,2,"1,000",170,1992
신림,서울특별시 관악구 신림동,409-107,전원하이츠가동,37.486897,126.928177,전세,43.0200,4,"15,000",0,1991
건대입구,서울특별시 광진구 화양동,15-29,(15-29),37.54408,127.06895,전세,21.9300,2,"14,500",0,2009
건대입구,서울특별시 광진구 화양동,17-53,IRIS,37.54408,127.06895,월세,19.5200,2,"13,000",6,2012
건대입구,서울특별시 광진구 화양동,17-47,17-47,37.54408,127.06895,월세,19.8300,6,"2,000",58,2015
수유,서울특별시 강북구 수유동,573-34,푸른솔,37.636597,127.0043825,전세,17.5800,2,"5,000",0,2013
건대입구,서울특별시 광진구 구의동,77-5,구의리베르떼,37.5444896,127.0874678,월세,17.6100,5,"25,000",13,2026
건대입구,서울특별시 광진구 구의동,226-19,우림빌라,37.5444896,127.0874678,전세,45.4200,-1,"10,500",0,1996
성수,서울특별시 성동구 성수동1가,656-1252,덕조빌딩,37.5435,127.03742,월세,15.6200,5,"2,000",66,2013
왕십리,서울특별시 성동구 행당동,302-1,에비뉴힐,37.55783,127.03571,전세,46.6500,2,"38,500",0,2019
노원,서울특별시 노원구 월계동,402-26,(402-26),37.6298479,127.0541062,전세,43.8100,-1,"6,500",0,1994
노원,서울특별시 노원구 월계동,271-10,(271-10),37.6298479,127.0541062,전세,46.0500,2,"13,000",0,1976
합정,서울특별시 마포구 합정동,433-33,진흥빌(433-33),37.5477846,126.9095636,전세,27.9800,3,"20,234",0,2010
신촌,서울특별시 서대문구 대현동,90-50,애스턴빌,37.56058,126.94496,월세,22.2400,7,"1,000",98,2020
노원,서울특별시 노원구 상계동,1118-18,(1118-18),37.66727,127.07242,월세,12.5000,2,500,35,2013
노원,서울특별시 노원구 공릉동,218,퍼즐주택(공릉),37.6302152,127.0872902,월세,35.4800,3,"20,000",45,2018
노원,서울특별시 노원구 공릉동,218,퍼즐주택(공릉),37.6302152,127.0872902,월세,36.4600,5,"3,000",130,2018
노원,서울특별시 노원구 공릉동,644-40,팰리스가,37.6302152,127.0872902,월세,27.6700,5,"3,000",90,2014
노원,서울특별시 노원구 공릉동,584-6,공감대House,37.6302152,127.0872902,전세,12.6200,2,"6,500",0,2012
수유,서울특별시 강북구 수유동,130-48,에코하우스다울18,37.636597,127.0043825,월세,45.3000,4,"4,675",48,2024
수유,서울특별시 강북구 수유동,715-4,스위트빌,37.636597,127.0043825,전세,48.0700,3,"22,300",0,2019
수유,서울특별시 강북구 수유동,441-60,그랜드캐슬,37.636597,127.0043825,전세,29.8300,4,"13,986",0,2014
수유,서울특별시 강북구 수유동,410-340,우리빌(410-340),37.636597,127.0043825,월세,28.7100,2,"1,255",10,2013
안암,서울특별시 성북구 안암동5가,149-1,TheGoldCity,37.5887938,127.0300906,월세,28.1900,3,"2,000",170,2022
안암,서울특별시 성북구 안암동2가,30,해든,37.58616,127.02271,월세,23.3900,3,"1,000",49,2012
상도,서울특별시 동작구 상도동,121-128,(121-128),37.4988159,126.9441045,월세,28.9800,3,"3,000",42,2000
상도,서울특별시 동작구 상도동,134-262,(134-262),37.4988159,126.9441045,월세,39.7500,2,"18,123",22,2003
상도,서울특별시 동작구 상도동,279-379,세정빌라,37.4988159,126.9441045,월세,50.8000,-1,"13,000",5,1992
상도,서울특별시 동작구 상도동,156-19,마르마,37.4988159,126.9441045,월세,17.2600,3,"13,000",15,2012
상도,서울특별시 동작구 상도동,496-18,무경하우스,37.4988159,126.9441045,월세,16.8900,4,"11,000",20,2016
상도,서울특별시 동작구 상도동,244-252,미소가A동(244-252),37.4988159,126.9441045,전세,29.9400,2,"26,000",0,2018
상도,서울특별시 동작구 상도동,246-18,상도동하이빌,37.4988159,126.9441045,월세,42.3000,5,"4,000",70,2003
회기,서울특별시 동대문구 회기동,102-187,(102-187),37.59433,127.05178,월세,12.8100,1,500,35,2012
사당,서울특별시 동작구 사당동,64-104,(64-104),37.48508,126.9704949,월세,62.8400,1,"27,000",15,2002
사당,서울특별시 동작구 사당동,300-23,성원빌라,37.48508,126.9704949,전세,56.5400,4,"26,000",0,1994
사당,서울특별시 동작구 사당동,141-109,삼성(141-109),37.48508,126.9704949,월세,93.3000,4,"15,000",90,1993
사당,서울특별시 동작구 사당동,449-27,미래하이빌(449-27),37.48508,126.9704949,전세,55.2100,5,"25,000",0,2018
사당,서울특별시 동작구 사당동,449-27,미래하이빌(449-27),37.48508,126.9704949,전세,55.2100,5,"25,000",0,2018
건대입구,서울특별시 광진구 화양동,106,(106-0),37.54408,127.06895,월세,24.0400,5,"1,000",68,2014
신림,서울특별시 관악구 신림동,306-68,관악파크빌,37.486897,126.928177,월세,53.7300,2,"4,000",85,2004
신림,서울특별시 관악구 신림동,646-138,(646-138),37.486897,126.928177,전세,39.8700,1,"11,500",0,1993
신림,서울특별시 관악구 신림동,1563-9,동성맨션,37.486897,126.928177,월세,63.6900,-1,"5,000",80,1997
신림,서울특별시 관악구 신림동,563-27,오주하우스,37.486897,126.928177,월세,15.1600,3,"2,000",20,2012
신림,서울특별시 관악구 신림동,412-185,DaehoVill,37.486897,126.928177,월세,29.3700,2,"16,000",4,2016
신림,서울특별시 관악구 신림동,530-1,신대방노블루체,37.486897,126.928177,월세,25.2200,16,"23,000",20,2019
신림,서울특별시 관악구 신림동,613-1,드림타운,37.486897,126.928177,전세,26.9000,6,"25,000",0,2020
신림,서울특별시 관악구 신림동,1668-29,체나콜빌,37.486897,126.928177,월세,29.9300,2,"3,000",114,2021
신림,서울특별시 관악구 신림동,11-23,더베리타스,37.486897,126.928177,전세,24.5900,4,"29,400",0,2022
신림,서울특별시 관악구 신림동,1429-45,TOV,37.486897,126.928177,월세,24.2000,5,"24,000",40,2023
신림,서울특별시 관악구 신림동,103-190,동영빌,37.486897,126.928177,월세,29.8000,5,769,22,2023
건대입구,서울특별시 광진구 자양동,231-64,와이위드미,37.5316905,127.0749477,전세,55.1900,3,"47,250",0,2024
건대입구,서울특별시 광진구 자양동,589-16,한양팰리스(589-16),37.5316905,127.0749477,월세,49.7700,3,"30,000",50,2017
건대입구,서울특별시 광진구 자양동,639-22,에비앙하우스,37.5316905,127.0749477,월세,25.5000,5,"25,000",10,2016
건대입구,서울특별시 광진구 자양동,646-14,신성쉐르빌(646-14),37.5316905,127.0749477,월세,52.4800,4,"5,000",83,2010
건대입구,서울특별시 광진구 자양동,639-36,스타리버빌,37.5316905,127.0749477,월세,40.1300,3,"20,000",35,2008
건대입구,서울특별시 광진구 자양동,646,(646-0),37.5316905,127.0749477,전세,27.0900,2,"15,750",0,2007
건대입구,서울특별시 광진구 자양동,52-104,(52-104),37.5316905,127.0749477,월세,23.3700,4,"1,000",63,2004
건대입구,서울특별시 광진구 구의동,69-1,제이캐슬,37.5444896,127.0874678,월세,41.8500,6,"44,000",20,2020
건대입구,서울특별시 광진구 구의동,646-8,(646-8),37.5444896,127.0874678,월세,19.6000,3,"15,900",15,2019
건대입구,서울특별시 광진구 구의동,257-13,돌체,37.5444896,127.0874678,월세,21.0000,5,"2,000",44,2011
건대입구,서울특별시 광진구 구의동,37-9,아차산빌라,37.5444896,127.0874678,월세,75.4500,4,"20,000",70,2003
왕십리,서울특별시 성동구 행당동,311-7,로마네스크,37.55783,127.03571,전세,29.3600,2,"26,400",0,2016
왕십리,서울특별시 성동구 행당동,1-72,(1-72),37.55783,127.03571,월세,89.9800,3,500,60,2004
역삼,서울특별시 강남구 역삼동,780-11,집앤사파시앙스,37.49988,127.03856,전세,23.1400,2,"35,000",0,2026
역삼,서울특별시 강남구 역삼동,780-11,집앤사파시앙스,37.49988,127.03856,전세,23.1400,2,"35,000",0,2026
역삼,서울특별시 강남구 역삼동,834-36,힐스테이트6,37.49988,127.03856,월세,29.9100,3,"3,000",120,2015
역삼,서울특별시 강남구 역삼동,774-15,그레이스빌(774-15),37.49988,127.03856,월세,15.5900,3,"2,000",61,2013
역삼,서울특별시 강남구 역삼동,835-61,글로리아스위트,37.49988,127.03856,월세,32.0200,3,"1,000",120,2004
역삼,서울특별시 강남구 역삼동,794-34,(794-34),37.49988,127.03856,월세,27.9200,4,"1,000",87,2003
역삼,서울특별시 강남구 역삼동,774-22,(774-22),37.49988,127.03856,월세,71.6700,2,"2,000",65,2002
역삼,서울특별시 강남구 역삼동,771-16,네오아키빌,37.49988,127.03856,월세,72.4400,5,"52,000",13,2002
역삼,서울특별시 강남구 역삼동,690-12,에벤에셀,37.49988,127.03856,월세,75.4600,3,"2,000",250,2003
역삼,서울특별시 강남구 역삼동,655-19,행복한빌라,37.49988,127.03856,월세,49.1000,4,"30,000",61,2002
역삼,서울특별시 강남구 역삼동,655-19,행복한빌라,37.49988,127.03856,월세,49.1000,4,"30,000",61,2002
공덕,서울특별시 마포구 공덕동,21-3,(21-3),37.549927,126.9592897,전세,22.2300,3,"25,700",0,2021
홍대,서울특별시 마포구 서교동,342-22,NextVille,37.5550711,126.9238244,월세,30.7800,1,"1,000",75,2002
홍대,서울특별시 마포구 서교동,342-22,NextVille,37.5550711,126.9238244,월세,30.7800,1,"1,000",75,2002
홍대,서울특별시 마포구 서교동,449-21,동궁빌라,37.5550711,126.9238244,월세,28.3900,3,"24,000",5,2012
상도,서울특별시 동작구 상도동,356-230,원형,37.4988159,126.9441045,월세,69.9800,5,"23,000",50,2003
합정,서울특별시 마포구 합정동,453-13,이에스한강포레B,37.5477846,126.9095636,전세,29.8500,2,"34,000",0,2024
합정,서울특별시 마포구 합정동,451-11,합정어반힐,37.5477846,126.9095636,전세,18.7700,5,"21,000",0,2020
합정,서울특별시 마포구 합정동,378-14,VALUEDEVELOPMENT,37.5477846,126.9095636,월세,25.5600,2,"22,500",25,2016
건대입구,서울특별시 광진구 자양동,471-5,한양주택,37.5316905,127.0749477,전세,83.5900,1,"37,000",0,1998
상도,서울특별시 동작구 상도동,126-43,대명빌라,37.4988159,126.9441045,전세,52.8600,2,"19,000",0,1993
건대입구,서울특별시 광진구 자양동,588-26,효성하이츠빌라,37.5316905,127.0749477,전세,40.7600,2,"20,000",0,1991
건대입구,서울특별시 광진구 자양동,651-1,경성빌라,37.5316905,127.0749477,월세,43.4700,4,"5,000",105,2008
건대입구,서울특별시 광진구 자양동,678-4,(678-4),37.5316905,127.0749477,전세,57.9000,4,"20,000",0,2009
건대입구,서울특별시 광진구 자양동,52-200,랜드마크,37.5316905,127.0749477,월세,30.1200,4,"24,000",10,2016
노원,서울특별시 노원구 상계동,341-5,(341-5),37.66727,127.07242,월세,18.4300,6,"1,000",64,2013
노원,서울특별시 노원구 상계동,133,이풍경힐탑,37.66727,127.07242,월세,50.8700,6,617,36,2018
노원,서울특별시 노원구 상계동,1048-20,해밀2동,37.66727,127.07242,월세,52.0500,5,"1,691",40,2019
역삼,서울특별시 강남구 역삼동,681-39,동우코아,37.49988,127.03856,월세,23.4000,2,"1,000",68,1998
역삼,서울특별시 강남구 역삼동,681-39,동우코아,37.49988,127.03856,월세,23.4000,2,"1,000",69,1998
노원,서울특별시 노원구 중계동,168-9,한신월드타운(168-9),37.6509815,127.0810259,월세,64.5200,5,"5,000",110,2011
역삼,서울특별시 강남구 역삼동,697-17,역삼빌라트(697-17),37.49988,127.03856,월세,76.8500,4,"20,000",119,2000
신촌,서울특별시 서대문구 대현동,150,이대역마에스트로,37.56058,126.94496,월세,12.0100,3,"1,000",70,2012
